唯一識別碼,資料類型,語系,資料名稱,文字描述,聯絡電話,分機,縣市名稱,行政區(鄉鎮區)名稱,街道名稱,資料提供單位機關代碼,資料提供單位,資料更新日期時間
Attraction_376420000A_000021,Attraction,Zh_tw,白米木屐村,白米社區舊名「白米甕」，清朝開鑿蘇花大道，以白米為起點闢通奇萊之路；日據時期，發展礦石工業。因盛產江某樹，製作木屐的良好素材，而發展出木屐產業，成為重要的供應地。雖經過二、三十年的沒落，然而社區發揮創意及想像力，賦予木屐新生命，開始振興木屐產業，以「白米心、木屐情」使白米木屐村逐漸成為家喻戶曉的觀光景點。透過仿採重新認識與凝聚社區，從「白米甕，做材屐；偷措材，山林捉」之俚語尋回往昔記憶。1998 年成立木屐館，讓遊客到此可以透過導覽解說、木屐體驗，認識木屐產業與白米社區。,(03)9952653,,宜蘭縣,蘇澳鎮,永春路174號,376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:55
Attraction_376420000A_000023,Attraction,Zh_tw,宜蘭餅發明館,「宜蘭餅」-全世界最薄的餅，厚度僅有0.1cm，輕薄如紙、薄可透光，香脆可口，吃後令人愛不釋手，帶著濃濃鄉情的名字，卻大家豎起大拇指，是遊客們來發明館一定要體驗的教學課程。 由專業人員近身教學DIY超薄牛舌餅，從品牌故事，發明動機，到分辨牛舌餅的餅皮，內餡結合，從包餅與桿餅過程中了解糕餅專業知識，體認宜蘭餅的創作精神，在一個小時內(含烤餅)，完成六片超薄手工宜蘭餅，看似簡單，其實不易!等待烤餅的同時，會有專業導覽人員帶領大家參觀超薄牛舌餅手工生產部、包裝部以及特殊生產設備與生產流程過程。宜蘭餅發明館佔地約4000坪，為台灣東部最大的製餅觀光工廠。除了提供遊客休閒遊憩與購物功能，一樓展示各式各樣的餅印，並以靜動態媒體呈現宜蘭的故事館；二樓有透明化生產線供參觀，並設置DIY教室讓民眾體驗親自做餅的樂趣。發明館以濃厚的中國風為設計主題，來到發明館可以感受傳統婚嫁習俗的喜慶氛圍，是大小朋友假日出遊的好去處。園區內有高度的綠美化，並有Q版牛車、火車公仔、十六音銅鑼及超大餅模，提供旅客拍照留念，此外更邀請藝術家胡復金先生以蘭陽平原的特殊地景及風光為主題，創作了全長達30公尺的馬賽克壁畫，總共用了40多萬顆馬賽克磁磚，花了將近四個月才完成，是目前全台灣最長的馬賽克壁畫。,(03)9908869,,宜蘭縣,蘇澳鎮,海山西路369號,376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:55
Attraction_376420000A_000024,Attraction,Zh_tw,東方纏工藝館,雄藝企業，成立於1985年。早期從事外銷飾品製造，項目包含：流蘇飾品、聖誕飾品與傳統藝品等。近年來，將源自於中華文化中的剪紙、編織、刺繡等技藝，與台灣絲線纏繞工法相結合，發展出一種具備藝術性與特殊性的「東方纏」藝品。「東方纏」是以東方元素為主題，如「圖騰」「花草」「山水」融合「閩南春仔花」、「客家纏花」等技藝，演化成具有台灣特色的新興工藝品。目前「東方纏」概分為：古典文創藝品、精緻時尚飾品、與各式框製藝術品。無論在配戴或居家擺設上，皆呈現出時尚典雅的藝術美學。是值得收藏或送禮的最佳選擇。「東方纏」的基本工法在於纏繞，而能將絲線纏出細緻的境界，必須達到「禪」的意境。因它必須心靜又要耐心，不疾不徐的絲絲相疊，才能纏出絲緞般的平滑與光澤。「東方纏」藝品是以纏繞工法為基礎，另結合時尚精品的元素，發展出一種俱備「傳統」與「創新」的台灣文創精品。期待能將台灣的文創商品轉型成國際時尚精品，這是當初在設計「東方纏」的最初理念，也是我們公司想要達成的目標。「東方纏」是純粹以手製工藝創造出來的藝品，「它」不僅具有本土性也富含著藝術性，是值得收藏與實用的台灣特色工藝伴手禮。「春仔花」是閩南社會中，傳統婦女的手作工藝。主要是在婚嫁、年節、喜慶時婦女配戴的吉祥飾花。閩南人傳統婚禮中，不只是新娘要配戴「春仔花」，其他女性親屬也要配戴不同的纏花髮飾「春仔花」，可祝福婚姻美滿、長長久久。由於春仔花是經由人工一絲一線慢慢纏繞，當婚禮結束後，可將春仔花保留，作為日後傳承紀念之用。不同造型的春仔花代表著不同的意義。閩南話「春」與「剩」同音，在年節、生日、喜慶時，配戴一朵春仔花，期能喜事綿延、福氣相隨。另外在過年祭祀時，將一對「飯春花」分別插在裝潢的米飯上，期望「年年有餘」、「富貴吉祥」，也是春仔花的另一種代表。流傳至今「春仔花」可概分為：金門春仔花、鹿港春仔花與台灣北部春仔花，其造型雖有差異，然吉祥祝福的涵義皆完全相同。 十二款春仔花涵義：百合花─百年好合　　　　五福花─五福臨門石榴花─多子多孫　　　　菊花─登科中舉牡丹花─富貴　　　　　　圓仔花─圓圓滿滿龜─長壽　　　　　　　　康乃馨─德馨滿堂鹿─加官進祿　　　　　　蝴蝶─福氣重疊梅花─吉祥　　　　　　　玉蘭花─蘭香怡德全台唯一纏絲工藝館，坐落巷弄裡的純手作工藝館，來到這裡，你會嗅到一絲老厝翻新的衝突美感。沒有過於現代華麗裝潢，只有樸實而典雅的視覺感官，中西式結合的寬敞空間，每件產品彷彿藝術品般一一陳列，給您舒適自在的觀賞動線。東方纏絲工藝館分為兩層樓：一樓為藝品販賣部、二樓則為大型畫框與藝品展覽及DIY動手做。商品本身固然是一個品牌的脈絡，但在產品包裝設計上，如何襯托出「東方纏」的品牌價值，在這一點也絕不會馬虎。我們看到「東方纏」的包裝盒採用低調優雅的深紫色來呈現，利用黑色襯底來凸顯商品的精緻。「讓每個人來購買我們商品時，都能看到它被細細保護著，也希望客人帶回家時能善加保存如此&ldquo;嬌貴&rdquo;的商品。」二樓擁有更寬敞的展覽空間，展出大型框製藝品及其他結合纏花藝術之藝品。想體驗纏絲工藝的製作方式嗎？來一趟纏絲工藝館DIY製作屬於你的纏絲工藝品；無論成人小孩都有適合程度之教學。絕對是適合全家大小出遊的好去處！,(03)9971868,,宜蘭縣,蘇澳鎮,永光路51號,376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:55
Attraction_376420000A_000025,Attraction,Zh_tw,後山公路文物館,"民國100年成立，係公路總局第四區養護工程處為記錄保存後山公路闢建歷程而設，以道路、橋梁、隧道為主題，分別以照片、實物、模型呈現，見證自1949年來，後山公路築路修橋的艱辛歲月，緬懷前輩先賢克苦耐勞的精神，同時展現公路文化的內涵。交通部公路總局第四區養護工程處成立於民國38年10月1日,至今，歷經了一甲子歲月的洗煉，在顛簸崎嶇的道路上，締造了宜蘭、花蓮兩縣公路奇蹟，昔日歲月的痕跡充滿了酸甜苦辣。回首來時路，公路前輩們以「智慧」與「血汗」辛勞付出，繼往開來的歷史責任與神聖使命，引領四工處不停的蛻變與成長、睿智及堅毅的精神，是我們學習的典範。為了記錄保存後山公路的成長歷程，緬懷前輩先賢以手工、簡陋機具開山闢路，完成任務的不朽功業，對公路建設卓越成就的珍貴資產，得以發光、發熱，同時展現公路文化的內涵，發揚「公路人」克苦耐勞的精神，以傳承經驗，作為新進同仁，學習的典範及核心標竿，特將相關老舊文物予以彙集，籌設「後山公路文物館」整理典藏。",(03)9962501,1105,宜蘭縣,蘇澳鎮,中山路2段3號,376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:56
Attraction_376420000A_000026,Attraction,Zh_tw,討海文化館,將南方澳與「討海」有關的生活內涵轉化為套裝體驗遊程，一方面促進資深的討海人成為深度導覽的經營者，一方面使南方澳成為實質體驗「一日討海人」的旅遊核心據點。1.「乘漁船巡港腳」-乘坐漁船飽覽南方澳三大漁港並列的特殊地景及南方澳聚落，沿途介紹各型漁船的船型特色與討海的多元漁法(靠近漁市場即可上岸學習並參觀&rdquo;喊魚仔&rdquo;2.「搭漁船去討海」-搭坐漁船快樂出航，然後在海面上由討海人引導遊客見識到討海賺食的真實況味，學習捕魚技術、體驗各種海釣趣味、亦可參定置漁場魚獲時況。3.「浮潛賞珊瑚」-聘請專業教練帶領遊客探訪陸連島的海底世界，並透過浮潛欣賞國內首度發現珊瑚產卵的豆腐岬海域。,(03)9312152,,宜蘭縣,蘇澳鎮,跨港路2號,376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:56
Attraction_376420000A_000027,Attraction,Zh_tw,南方澳觀景台旁步道,潔白的《內埤海灘 》，靜謐的氛圍、宜人的景色，常吸引情人到此漫步，享受倆人甜蜜世界，因此，它還有一個浪漫的名字～《情人灣》。蘇澳往花蓮方向的蘇花公路上(108公里處)，有一個至高點：南方澳觀景台。觀景台西側可眺望虎頭山的壯闊，北面可俯瞰內埤海灣及豆腐峽。南方澳本來是個離岸島，因砂石順著沿岸對島嶼的南方堆積，使島嶼與陸地相連，行程陸連島，從山邊望過去陸連島是一列小丘橫臥海上，海拔高度不到100公呎，在地形上有明顯的鞍部，尤其是右側三丘，宛如筆架，所以當地人稱為筆架山。觀景台上更是可遠眺蘇澳港港口，是遊客賞海觀景，等待旭日的好所在。 第二漁港是像新月形狀的《內埤海灘》，漁船成排整齊的停靠在港內，從南方澳 觀景台眺賞，是三個漁港裡最美的。,(03)9312152,,宜蘭縣,蘇澳鎮,臺九線蘇花公路108公里,376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:54
Attraction_376420000A_000028,Attraction,Zh_tw,蘇花公路107.6K步道,由蘇澳到南澳約30公里的海岸線，包含了南方澳、內埤海岸與東澳灣，是宜蘭縣最美麗的海岸，在台九線蘇花公路的這個區段，因為路沿著山腰開闢，有好幾個地點可以居高臨下，展望美麗的海岸，視野廣闊，景觀極佳。整理此路段沿線的展望點給大家參考，這些展望點停小車都無虞，開車經過時，不妨找兩三個點下來伸展一下。由北向南：●106.5K廢棄水泥平台：展望蘇澳軍港最佳位置，還可以看到南方澳跨港大橋。●106.9K扶輪小公園：可以展望蘇澳軍港及南方澳地區，有停車場。●107.6K登山步道口：這裡有一條水泥階梯步道通往南方澳，步道中可展望南方澳地區。●108.2K蘇澳稽查站(地磅站)：稽查站南側有涵洞步道通往南方澳的內埤漁港旁的昭安宮，過涵洞的步道起點，往下可以展望南方澳及內埤漁港、海岸，景觀無敵，是這段的展望首選。稽查站北側有小停車場。●114K小停車場：可以展望東澳灣，海面上可以清楚的看見像迷宮圖樣的定置漁網。●116.8K開路先鋒爺廟：展望東澳灣最佳地點，廟後方有展望平台，可以遠望粉鳥林漁港和像烏龜伸出頭來的烏石鼻。有洗手間，是此蘇澳南澳段最佳休息站。,(03)9312152,,宜蘭縣,蘇澳鎮,蘇花公路107.6K步道,376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:56
Attraction_376420000A_000030,Attraction,Zh_tw,一米特創藝美食館,人稱阿茂的一米特創辦人吳永茂，擁有超過三十年糕餅、點心製作經驗，是土生土長的宜蘭  蘇澳人，小時候經常跟著母親送點心到田裡給務農的父親和兄姊們吃，深深體會種 田人的辛苦，雖然後來經營麻糬工廠得到很大的成功，返回故鄉時看見荒廢的田地，內心總是會想起父母親失落的眼神，因此決定運用父親傳下來的土地，創建一米特創藝美食館，並結合在地食材 ，讓傳統米食糕點文化發揚光大。          結合浩漢食品長期研發製作麻糬、果凍，以及開發許多創新餅皮內餡如雪莓娘、三Q餅、草  大福等烘培技術，研發出令人驚艷的麻糬皮，改變你對麻糬的想法，無法當天食用的麻糬放置冷凍存放，解凍之後依舊Q彈跟現包的口感一樣，加上吳董事長對這塊土地的情感，孕育出來的一米特創藝美食館，除了提供各項米製品、果凍等糕點美食，館內有品茗試吃區，讓你感受到我們的用心。          彷彿是上天賜的禮物，在建造廠區的過程中，一米特的工程人員意外的挖到了冷泉，經過檢 驗證實與蘇澳冷泉擁有一樣的成分 「碳酸冷泉」 ，水溫約在22℃ 左右。冷泉水富含二氧化碳 ，那冰冰涼涼的氣泡在身上 「波波波」的拍打肌膚，因此我們在自然景觀區特別規劃了泡腳池，把珍貴的冷泉資源分享給所有來到一米特的貴賓。  現場更有DIY活動； 規劃了超過千坪的自然景觀區和戶外咖啡吧；周末假日舞台區安排豐富的表演節目；就是要你感到無比的放鬆的休閒時光。          發現台灣人越來越注重食品安全問題和休閒旅遊的品質，阿茂因此決定返鄉用父親留下來的土地和自己三十多年來專業研發點心糕餅的技術，讓位於蘇澳，矗立在一片青山綠野中、占地將近五千坪的一米特創藝美食館，建立一個擁有美食、人文、休閒、景觀的全方位休閒園區。,(03)9907779,,宜蘭縣,蘇澳鎮,祥和路199號,376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:55
Attraction_376420000A_000031,Attraction,Zh_tw,奇麗灣珍奶文化館,奇麗灣位於台灣台北的後花園 - [宜蘭]，新城溪出海口，有著美麗峽灣、沙丘以及一望無際的海景以及多個濕地環繞。自然生態豐沛，多元水生植物、水鳥棲息之地、湧泉地帶、是處神秘優美綠色生態海峽灣，早期人稱它[奇力港]。漫步在海沙灘上，可遠望龜山島，背對九重山，賞鳥，看日出。大海的浪聲，彷彿聆聽大自然交響樂，是舒暢身心的好去處。奇麗灣的使命除了推動生態及教育外，以在地多様豐沛自然生態環境、人文，並結合社區推動&quot;綠活村&quot;境界。利於推廣&quot;美食在地國際化目標！A.海洋、沙灘、生態位於新城山海口，有片自然美麗的沙灘，自然生態豐沛、周邊多濕地、候鳥棲息種類眾多，並有自然湧泉，是個優美多元的綠色生態。B.國際美食基地珍奶文化館奇麗灣珍奶文化館本身就是區域環境的縮影，場館建築與周遭環境共生，是座森林裡的工廠。建築外觀猶如航向國際的旗艦，是在地國際化的綠色美食基地。C.在地食材吃到飽 / 與好友分享 / 自己動手做小農蔬食海鮮嚴選在地小農種植的當令食材，友善的栽培過程，不使用有害的化學肥料與農藥，從農場直接到餐桌品嚐食物的自然原味。天天到漁港採買新鮮魚貨，伴以獨特的料理方式，完美呈現海的鮮味。分享禮坊好東西與好朋友分享！逛逛分享禮坊，在舒適環境中享受美好時光，多種禮品與特色伴手禮，有各類咖啡、茶與花茶、各式飲品、休閒食品、飲食文創商品等，任君挑選。學學美食訂做專屬自己獨一無二的珍珠奶茶！喝得安心、學得開心，樂在其中，就來體驗有趣的珍奶DIY。多樣化的體驗課程，探索不同的飲食世界，享受美食的好味道，就來自己動手做。D.多樣活動場地提供選擇最佳環境舉辦活動，場地租借有西式場地/庭院式場地/景觀式場地/挑高大型休閒會議/景觀露地場地。,(03)9909966,,宜蘭縣,蘇澳鎮,頂強路23號,376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:54
Attraction_376420000A_000032,Attraction,Zh_tw,祝大漁物產文創館,"宜蘭蘇澳鎮的「南方澳漁港」，由於從1920&#39;s 年代時的日本殖民政府至今仍然保存著當時日據時代的傳統漁具漁法，使得南方澳在地的漁家多了道地的日本漁業文化色彩，傳承許多日本漁業文化的習俗，「祝大漁」就是其中的一項。早期的漁村，每當有新船下水時，親朋好友都會送上「大漁旗」，用來傳達祝福的心意和彼此情義相挺的情誼,因此蘇澳區漁會在民國104年年底創立了『祝大漁物產文創館』希望把這有情有義的傳統漁村文化繼續傳承保存,提供最在地的漁村文化體驗與最新鮮的漁獲、最道地的漁村媽媽味道呈現給大家,讓每位到訪的旅客都能以『健康、快樂、平安、祝大漁』為我們最大的初衷。魚龍捲隧道360度擬真3D立體魚龍捲隧道，是由台灣首屈一指的3D幻視藝大師圖龍老師的創作佳作，描繪著「南方澳漁港」意象最具代表性的鬼頭刀、鯖魚、鯊魚黃鰭鮪魚、珊瑚礁等。圖龍大師以特殊的3D立體繪畫技法和螢光塗料，使得3D立體擬真魚龍捲隧道裡的魚兒們個個都栩栩如生，猶如真實的身處在這奧妙海洋世界。南方4Q將運用南方澳當地魚獲量最豐盛的四種魚種去設計創作,讓大眾對於當地魚產品不單單只是刻板的印象,也讓大眾可以更簡單清楚的了解南方澳最具特色的魚種。小青(鯖魚):生性活潑、好動外表Q彈可愛,喜歡和成群的夥伴出遊露營,晚上和友人圍著營火談天說笑。芭蕉妹(旗魚):是游泳小女將,愛漂亮的個性,喜歡穿著誇張的奇裝異服,引人注意,但炫麗的外表可不好惹。阿鬼(鬼頭刀):外表有點滑稽,但內心很火熱,有情有義,是現代版新好男人第一首選,符合大家所說的,我很醜但我很溫柔。阿狼哥(鯊魚):強壯有力,生性孤僻、膽小,但有敏感的嗅覺與感應電力,跟他玩躲貓貓,他能快速地找到你的藏身處。",(03)9951050,,宜蘭縣,蘇澳鎮,江夏路52-2號,376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:54
Attraction_376420000A_000071,Attraction,Zh_tw,橘之鄉蜜餞形象館,「橘之鄉蜜餞形象館」為國內第一家蜜餞觀光工廠，裡面設有有咖啡館，提供遊客休憩的角落，一杯咖啡搭配手工餅乾，拋開了煩惱，享受放鬆自我的片刻！另外還有金棗蜜餞DIY體驗活動，透過專人解說指導，讓遊客們可以了解蜜餞的製作過程，此活動更適合家長陪同小朋友學習，增進親子關係。蜜餞工廠，從選果、醃漬、針刺、漂水、殺菁、真空糖漬、熱風乾燥、到衛生包裝，透明化的製作過程都完整的呈現在眼前，就是要讓遊客知道橘之鄉的產品是天然又健康的！童話故事的玻璃屋、白色小木屋，藏著愛麗絲都想知道的祕密。歡迎來橘之鄉蜜餞觀光工廠喝咖啡、品嚐手作蜜餞、金棗蜜餞DIY，享受金棗的酸甜滋味。＜參考資料來源：橘之鄉蜜餞形象館網站＞多樣金棗商品，歡迎選購!喝咖啡搭配手工餅乾，享受下午茶美好時光!夢幻的白色玻璃屋,(03)9285758,,宜蘭縣,宜蘭市,梅洲二路33號,376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:55
Attraction_376420000A_000072,Attraction,Zh_tw,亞典蛋糕密碼館,亞典蛋糕密碼館，位於宜蘭市梅洲二路上，一進入館內，蛋糕香味撲鼻而來，歐式空間的主題裝飾，非常優雅！除了設有蜂蜜蛋糕文化展示區、文化導覽簡報區、現場蛋糕烘焙展示區，現場還有DIY體驗區，遊客可以經由導覽及親手體驗，了解蜂蜜蛋糕豐富的源由與生產過程，來到亞典蛋糕密碼館，不僅可以試吃各式各樣的蛋糕，還可享受這裡為您帶來「五心級」的服務，也將讓民眾在味覺和視覺體會到前所未有的感動。「團圓年輪、日式長崎峰蜜蛋糕、紅豆蛋糕」為亞典三寶，造型最特別的就是「團圓年輪」，長長一圈又一圈的，是史上最耗時、最難做的蛋糕，在特殊的烤爐中用三百多度高溫懸空式烘焙，濃郁的香氣與豐富層次的口感，一定會讓你一口接著一口！將年輪蛋糕帶回給親朋好友分享是再適合不過的了！＜參考資料來源：亞典蛋糕密碼館網站＞現場可以直接看到年輪蛋糕的製作過程喔!亞典最有名的年輪蛋糕館內針對亞典蛋糕製作過程做了詳細介紹!,(03)9286777,,宜蘭縣,宜蘭市,梅洲二路122號,376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:55
Attraction_376420000A_000073,Attraction,Zh_tw,吳沙故居,吳沙為開發宜蘭的重要功臣，當年宜蘭蠻荒未闢，吳沙率領漳、泉、粵三籍漢人來此開墾，初始與噶瑪蘭人常起爭端，後來流行天花疾病，吳沙以藥救助他們，噶瑪蘭人心生感激，大家終於和平相處，奠定了開蘭之基，故吳沙被尊為開蘭第一人。他生前到礁溪覺得地勢不錯，因而建屋定居。故居是一座百年的三合院，門外對聯寫著「真成拓土無雙士，正是開蘭第一人」，目前規劃為「吳沙紀念館」，斑駁的紅磚外牆，有濃濃的古味，雖然現在的吳沙故居整修過，但仍然可以感受到百年古宅的痕跡；屋內牆上掛有許多簡介、事蹟以及匾額，多與蘭陽有關，另外還有供奉有吳沙的牌位和畫像。對宜蘭地區開發歷史有興趣的民眾，可以來此參觀，相信會有不錯的收穫！屋內牆上掛有許多簡介、事蹟以及匾額。斑駁的紅磚外牆，有濃濃的古味！吳沙故居外觀,0933987267,,宜蘭縣,礁溪鄉,北門巷39號,376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:55
Attraction_376420000A_000075,Attraction,Zh_tw,柴圍佃圳水門公園,"柴圍佃圳水門位於礁溪鄉的白鵝村，柴圍佃圳水門除了可調節該系統農田灌溉用水外，並利用水門周邊水利地施設混凝土砌石護岸315公尺，簡樸的柴佃圳水門公園設有一座木製六角柴圍亭，亭柱兩旁寫著：「做個好人身正心安」、「行點善事天知地鑑」，還有大理石桌椅一組、白鵝塑像一座、步道磚長162公尺，種植仙丹花2,698株、假儉草舖設780平方公尺等各類花木，田園山林優美的景緻是民眾休閒活動之景點。公園內有雕像作成的母鵝帶領七隻小鵝，非常吸引人！它們或昂首、或低頭的樣子，姿態似假似真，讓人一度誤以無為是活生生的鵝群。水門公園旁為白鵝山的鵝頭部份，此處有四處左右的日據時代防空壕，如今早已荒癈多年。柴圍佃圳水門公園優美的景緻是民眾休閒活動之景點。亭柱兩旁寫著：「做個好人身正心安」、「行點善事天知地鑑」。柴佃圳水門公園設有一座木製六角柴圍亭。柴圍佃圳水門可調節該系統農田灌溉用水。",(03)9881311,,宜蘭縣,礁溪鄉,白鵝村(礁溪水利工作站),376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:55
Attraction_376420000A_000077,Attraction,Zh_tw,大塭觀光休閒養殖場,大塭觀光休閒養殖場是由政府與民間所積極推動的國內首座以漁村特色及文化資產，開發為可供民眾遊憩、玩樂、品嚐海鮮及體驗漁業的觀光景點。主要展出傳統漁具的文物及史蹟的展館，有各式造型古怪的漁法和漁具。館內更舉辦魚拓、編織等現場教學之體驗活動，藉以了解漁業的生活文化與民間藝術等。養殖區規劃有親水活動廣場、鴨母船碼頭、親子步道、水上步道、歐風花園、咖啡座等設施，可以讓遊客悠遊自在走訪參觀。場區設有「蘭陽蟳屋餐廳」，提供遊客享受味美新鮮海產料理用餐服務，以及VIP式的小木屋餐廳包廂，內有獨立式卡拉OK伴唱機，讓遊客們可以擁有獨立的空間用餐，隔離吵雜，享受與家人獨處的好時光，或是三五好友歡唱、聚會的好所在。大塭觀光休閒養殖場是供民眾遊憩、玩樂、品嚐海鮮及體驗漁業的觀光景點。遊客可在此悠遊地散步！大塭觀光休閒養殖場一景。大塭觀光休閒養殖場規劃有親水活動廣場。,(03)9870558,,宜蘭縣,礁溪鄉,大塭路23之8號,376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:54
Attraction_376420000A_000078,Attraction,Zh_tw,金車礁溪蘭花園,蘭花在中國文化中，與梅、竹、菊合稱四君子，是台灣人最喜歡的花類之一。金車蘭花園成立於 1988 年，主要從事花卉組織培養、細胞培養、基因轉殖、品種選育、無病毒健康種苗生產工作，因宜蘭氣候極適合蝴蝶蘭生長，加上金車斥資興建電腦調控等設備，故生產之蝴蝶蘭品質優良，且建立良好口碑。園區內的寬敞空間規劃有不同主題區，以雨林探索為出發，在花與雨林生物陪你參觀遊玩時，能認識自然生態的重要性，並共同愛護我們的地球。來到這裡有機會能看見許多珍奇的花卉植物，還有能與可愛動物近距離互動的體驗空間。現場提供簡餐、咖啡甜點及汆燙白蝦服務及金車系列商品，供消費者選擇。誠摯的歡迎您的到來，一同享受礁溪的田園風光。 蘭花為台灣人最喜歡的花類之一除了蘭花，還有各式各樣的仙人掌！民眾能參加親親水豚活動，專人解說陪同，解鎖有趣的水豚資訊。民眾參觀雨林探索區猶如進入一場雨林的洗禮。,(03)9887820,,宜蘭縣,礁溪鄉,德陽村奇立丹路103-1號,376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:54
Attraction_376420000A_000079,Attraction,Zh_tw,宜蘭甲魚養殖場,人們喜愛食用「甲魚」，別名「鱉」、「水魚」為主，因為它是一種高蛋白、低脂肪的滋補品。宜蘭養殖場專門養殖甲魚，由於甲魚須生活在高溫度的環境，而礁溪溫泉剛好能提供終年攝氏3O度左右的適當溫度環境，所以養殖場主人想到利用溫泉來養「鰲」，其鱉肉新鮮可口、肉質Q彈，是當地餐廳業者最信賴的鱉肉來源之一，30年以上的專業養殖經營，控制好鱉的成長條件以及有效的管理鱉池水質，所供應的都是健康無汙染、無水產用藥的活鱉，鱉肉營養、熱量低、富含膠質，適合民眾安心料理食用！這裡的甲魚都是用礁溪溫泉水來養殖「甲魚」，別名「鱉」、「水魚」。甲魚在健康無汙染的環境下生長。,(03)9882236,,宜蘭縣,礁溪鄉,奇立丹路86號,376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:55
Attraction_376420000A_000080,Attraction,Zh_tw,金車生技水產養殖研發中心,金車關係事業旗下金車生物科技公司設立水產事業部，引進太平洋純淨海水養殖白蝦。秉持食品、安全、衛生的精神投入最先進圓桶養殖設備，全程不添加任何抗生素及化學藥劑養殖，並榮獲優良養殖場認證、CAS認證及產銷履歷認證，讓消費者買得放心、吃得安心。伴隨宜蘭旅遊風潮成立水產門市部，園區設有室內外白蝦養殖區、海洋生態展示區及全台唯一鯊魚餵食活動，站在空中玻璃台上觀賞鯊魟群游，體驗前所未有的新奇感受。現場提供金車鮮蝦汆燙服務、各式精緻餐點及咖啡下午茶點心。誠摯邀請大家一同來認識豐富的海洋生態，愛惜我們珍貴的海洋資源，在風光明媚的礁溪享受一趟舒適悠閒的海洋生態之旅。寬闊的舒適空間供遊客休息，喝咖啡！現場有許多的海洋知識牆，讓民眾更了解海洋保育的重要。全台唯一鯊魚魟魚近距離餵食體驗活動。,(03)9889400,,宜蘭縣,礁溪鄉,淇武蘭路162-13號,376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:54
Attraction_376420000A_000081,Attraction,Zh_tw,呂美麗精雕藝術館,呂美麗女士自1989年投入雕刻創作，以鄉土、生活、佛等三大系列的主題，運用黃楊木、黃金、琉璃等多樣化素，以生活化的雕刻手法雕刻出許多憾動人心的作品，也曾在國內得到許多獎項，藝術創作受到各界的肯定。呂美麗希望讓創作的生命精神永遠存在，使觀賞者可從欣賞作品的過程中體驗生命喜悅與感動！呂美麗女士設立了蘭陽地區第一個以精雕為主題的藝術館，遊客可以欣賞呂美麗女士以純熟的技術及刀工雕刻出來的作品，實在栩栩如生、微妙維肖，絕對能讓參觀的民眾感到驚呼！另外只要是進入館內參觀的民眾都可以享用館方招待的咖啡或茶，二樓也附設茶莊空間，提供民眾在此休息享用茶點。精雕館館內精雕館館內展區展覽作品,(03)9880558,,宜蘭縣,礁溪鄉,德陽村興農路322巷1號,376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:55
Attraction_376420000A_000082,Attraction,Zh_tw,二龍河,相傳，早年平埔族噶瑪蘭人依二龍河而居，當時每戶人家後院皆與河道直通，但是卻常有孩童落水溺斃，噶瑪蘭人便以競渡方式，驅逐水中精怪。後來雖漢人入墾混居，卻仍然延續這個習俗，到了端午節，由年高德劭者帶領祭拜點睛，接著祭拜河神，然後才是精采的划船比賽。依傳統，比賽時辰在午後，參賽隊伍也只有淇武蘭與洲仔尾二隊，庄民可輪流上陣，但不准外人及女子參賽。比賽方式極特殊，只敲鑼、不打鼓，以站立姿勢划船，輸贏全憑觀眾和隊員自行認定，二庄庄民卻往往自認己方才是勝利者，因此往往是來來回回賽了十趟、八趟，仍難罷休。這麼激烈的競賽，爭的是被庄民視為最神聖、吉利的「平安旗」，以及那股鄉民們「輸人不輸陣」的運動豪情。端午節，也到二龍河邊來歡喜助陣吧！二龍競渡：二龍競渡現今已成為二龍村的風範，深深凝聚著村民的心。 沒有發令員、沒有起點、也沒有打鼓聲的「二龍競渡」，是一場沒有裁判的比賽。二龍競渡舉辦在每年的端午節，自嘉慶年間沿襲至今，歷史悠久也是最具鄉土氣息的龍舟比賽，並獲觀光局選定為全國十二大民俗活動之一，是礁溪鄉文化上的寶貴資產。,(03)9881311,,宜蘭縣,礁溪鄉,二龍村二龍河,376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:55
