Id,Name,Name_c,Description,Grade,Add,Zipcode,Region,Town,Tel,Fax,Gov,Website,Picture1,Picdescribe1,Picture2,Picdescribe2,Picture3,Picdescribe3,Px,Py,Class,Map,Spec,Serviceinfo,Parkinginfo,TotalNumberofRooms,LowestPrice,CeilingPrice,TaiwanHost,IndustryEmail,TotalNumberofPeople,AccessibilityRooms,PublicToilets,LiftingEquipment,ParkingSpace
E4_A15010000H_003029,Urbanone Hotel,慶城商旅 Urbanone Hotel,Hotel located in New Taipei City,,"4F-2, 4F-1, 4F., No.55, Zhengyi S. Rd., Sanchong Dist., New Taipei City 241, Taiwan (R.O.C.)",241,New Taipei City,Sanchong District,886-2-29701229,886-2-29701959,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/99641.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/99642.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/99643.jpg?v=20250510,,121.497863,25.06068,3,,Double4980;,"restaurant,Wi-Fi,National travel card,,,,,Bike friendly accommodation",Parking Space:Car 0、Motorcycle 0、Truck 0,46,4980,5280,0,sparklehotel.tb@gmail.com,95,0,0,0,0
E4_A15010000H_003033,Villa Home,雲山水民宿,"Villa Home in Hualien, nestled in Shoufeng Township of East Rift Valley National Park, covering an area of 24 hectares, and Blue Dream Lake of 4 hectares. Villa Home has an accommodation area of about 2,640 m2, European style architecture, offers three double rooms, two four-person rooms, thousands of trees in various sizes, a variety of birds, fish, frogs, ring-necked pheasants, common moorhens, etc. In the night, watch stars, track fireflies, nighthawk, and other ecological creatures. Villa Home began life on January 1, 2011, welcomes guests to treat yourself and your family in their spare time at this landscape villa. We are ready to welcome you home.",,"No.18, Aly. 201, Ln. 2, Sec. 2, Fengping Rd., Shoufeng Township, Hualien County 974, Taiwan (R.O.C.)",974,Hualien County,Shoufeng Township,886-3-8656060,886-3-8656061,A15010000H,http://www.villa18.com,https://taiwan.taiwanstay.net.tw/twpic/14479.JPG?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/33627.JPG?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/38801.JPG?v=20250510,,121.513687,23.826884,4,,Double6000;Double6000;Double6800;Double8800;Double6600;,"restaurant,Internet,Wi-Fi,National travel card,parking lot,senoir room,,,pick-up service,",Parking Space:Car 0、Motorcycle 0、Truck 0,5,6600,8800,1,villahome@gmail.com,14,0,,,0
E4_A15010000H_003035,Welcome Hostel,歡迎光臨民宿,Bed and Breakfast in Hualien County,,"No.4, Dayu St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",970,Hualien County,Hualien City,886-989-544767,,A15010000H,,,,,,,,121.609207,23.976693,4,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,4,600,4000,0,welcomehostel04@gmail.com,20,0,0,0,0
E4_A15010000H_003042,Sheng Ma Luo Homestay,聖馬洛民宿,Bed and Breakfast in Nantou County,,"No.22-38, Xingchan Rd., Lugu Township, Nantou County 558, Taiwan (R.O.C.)",558,Nantou County,Lugu Township,886-49-2612628,886-49-2612589,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/287815.JPG?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/287817.JPG?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/287818.JPG?v=20250510,,120.793891,23.678858,4,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,4,3000,3000,0,mzr1681@icloud.com,8,0,,,0
E4_A15010000H_003044,Holiday Inn Express Taichung Fengchia,臺中逢甲智選假日酒店,"Holiday Inn Express Taichung Fengchia invites you to stay in comfort and convenience for your visit to Taichung Fengchia.Conveniently located, Hotel located Fengchia Commerical Zone of Taichung, close to the Fengchai night market. We are only take within 20 mins drive to main scenic spots or leisure in destinations in Taichung, such as Shin Kong Mitsukoshi Taichung Zhonggang, Top City department store, Taichung, Kuangsan SOGO department store, National Museum of Natural Science, National Taichung Theatre, National Taiwan Museum of Fine Arts, Taichung Confucius Temple and Lihpaoresort theme park, etc.Enjoy our complimentary daily breakfast buffet featuring Chinese and Western dishes.Holiday Inn Express Taichung Fengchia is equipped with 1 standard meeting room, self-service facilities.Be it for vacation or work, stay at Holiday Inn Express Taichung Fengchia for your visit to Taichung Fengchia.",,"No.28, Ln. 33, Fuxing N. 3rd St., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",407,Taichung City,Xitun District,886-4-27083911,886-4-27085513,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/146895.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/146909.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/146910.jpg?v=20250510,,120.645742,24.183122,3,,Double(Assessible room)0;,"restaurant,meeting room,gym,Internet,Wi-Fi,National travel card,parking lot,Assessible room,coin-operated laundry,free internet,,,,laundry service,post and telecommunications service,business travel center,valuables depository,mobile payment,guided tou,,,Bike friendly accommodation",Parking Space:Car 58、Motorcycle 1、Truck 0,96,4800,7200,0,kitty.huang@ihg.com,213,0,,,59
E4_A15010000H_003045,PACIFIC BUSINESS Hotel,太平洋商旅,"MRT Taipei 101/Taipei World Trade,Taipei International Convention Center (TICC),Taipei World Trade Center (TWTC) in 5 minutes&#39; walk from Pacific Business Hotel in Xinyi district. For leisure, shopping or dinning in Taipei 101,Viewshow Cinemas,LinJiang Street Night Market, or Mitsukoshi Shopping Complexes and Elephant mountain night scene , you can stroll from hotel with no bustle.",,"11F.-2, No.495, Guangfu S. Rd., Xinyi Dist., Taipei City 110, Taiwan (R.O.C.)",110,Taipei City,Xinyi District,886-2-87808000,886-2-87805000,A15010000H,http://www.businesscenter.com.tw/,https://taiwan.taiwanstay.net.tw/twpic/79818.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/79819.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/79821.jpg?v=20250510,,121.557637,25.032465,3,,,"restaurant,meeting room,gym,Wi-Fi,National travel card,parking lot,,,,laundry service,post and telecommunications service,valuables depository,pick-up service,foreign currency exchange,,",Parking Space:Car 0、Motorcycle 0、Truck 0,48,18000,30000,0,pbct.co@msa.hinet.net,96,0,,,0
E4_A15010000H_003046,Uncle Pumpkin  Homestay,南瓜大叔民宿,Welcome to Pumpkin Uncle Homestay!,,"No.38, Yingxu St., Sanzhi Dist., New Taipei City 252, Taiwan (R.O.C.)",252,New Taipei City,Sanzhi District,886-2-86353450,,A15010000H,http://pumpkin-uncle.weebly.com,https://taiwan.taiwanstay.net.tw/twpic/17036.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/25893.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/30135.jpg?v=20250510,,121.51059,25.256907,4,,Suite4000;Double2000;Double2000;,"Wi-Fi,parking lot,,,,,Bike friendly accommodation",Parking Space:Car 0、Motorcycle 0、Truck 0,3,2000,4000,0,pumpkin86353450@gmail.com,6,0,0,0,0
E4_A15010000H_003050,Tai Lu Ge Hua Cheng Homestay,太魯閣樺城民宿,Bed and Breakfast in Hualien County,,"No.30, Zhongzheng Rd., Xincheng Township, Hualien County 971, Taiwan (R.O.C.)",971,Hualien County,Xincheng Township,886-3-8610277,886-3-8611936,A15010000H,,,,,,,,121.645389,24.131128,4,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,5,4200,12000,0,,22,0,,,0
E4_A15010000H_003052,Yu Chun HOTEL,宇春商旅,Hotel located in Taichung,,"No.3, Jingmao 8th Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",407,Taichung City,Xitun District,886-4-24264458,886-4-24264457,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/265073.jpg?v=20250510,,,,,,120.636586,24.158332,3,,Single4000;Other(Assessible room)4580;,"Wi-Fi,National travel card,parking lot,Assessible room,,,,mobile payment,,",Parking Space:Car 0、Motorcycle 0、Truck 0,45,1800,10000,0,yc102hotel@gmail.com,50,0,,,0
E4_A15010000H_003053,Jiufen Let&#39;s go Bed and Breakfast,九份Let&#39;s go民宿,Homestay located in New Taipei,,"No.218-1, Qingbian Rd., Ruifang Dist., New Taipei City 224, Taiwan (R.O.C.)",224,New Taipei City,Ruifang District,886-2-24977687,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/268193.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/268192.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/268191.jpg?v=20250510,,121.844888,25.10914,4,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,2,2500,2500,0,,4,0,0,0,0
E4_A15010000H_003055,Yilan B&B,花香林民宿,Bed and Breakfast in Yilan County,,"No.93, E. 8th Rd., Dongshan Township, Yilan County 269, Taiwan (R.O.C.)",269,Yilan County,Dongshan Township,886-3-9600038,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/272788.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/272792.JPG?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/272796.jpg?v=20250510,,121.809325,24.670896,4,,,,Parking Space:Car 10、Motorcycle 0、Truck 0,5,5500,7500,0,flower0984100958@gmail.com,16,0,,,10
E4_A15010000H_003062,Sun shine travel,陽光旅行民宿,Bed and Breakfast in Taitung County,,"No.3, Aly. 36, Ln. 275, Sec. 3, Zhongxing Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",950,Taitung County,Taitung City,886-89-231989,,A15010000H,https://www.tt089.com.tw,https://taiwan.taiwanstay.net.tw/twpic/287519.png?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/287524.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/287526.jpg?v=20250510,,121.111827,22.770904,4,,,"Wi-Fi,National travel card,senoir room,free self-service laundry,,,,laundry service,pick-up service,mobile payment,guided tou,,",Parking Space:Car 0、Motorcycle 0、Truck 0,5,6000,6000,1,tt089231989@gmail.com,20,0,0,0,0
E4_A15010000H_003063,ORLA B&B,歐拉民宿,"An ordinary family of three generations, because of an opportunity allowing them to move back from Taipei to their birthplace--Yilan, and because of longing for the warm, lazy, natural, relaxed living atmosphere of Spanish style, they designed and constructed a Spanish-style architecture with a wide corridor in the Lanyang Plain of similar simplicity and hospitality.  After moving into the new home, we found that here has a valuable ecological environment without pollutions. In the evening, when chatting in the corridors, the fireflies will join us, and as insects chirp and frogs cry, the natural concertos are prevalent. During sleep, the air is filled with the fragrance of wild ginger flower. In the morning, the melodious sounds of birds chirping make you happy to get up. Open the windows, you are greeted by the rolling greenish-blue hills that reflect the shading of dawn squeezed out from the gaps in the clouds. Fish, wild eels, and crabs are swimming leisurely in the surrounding clear stream, playing hide and seek with you. Hordes of white egrets are frequent visitors here, so as the stunning beauty of the evening sky.  Do not think that it is situated in the wilderness, Orla is a 10 minutes&#39; drive from the Luodong Night Market where delicious specialty snack stands are lined up. Along the way you will find the Luodong Sports Park, the largest combined sports and leisure park in Yilan. You can rest on this night, planning to Ilan County in other popular sites, or you want in this beautiful natural surroundings and get the head venting, put photos of their favorite music, grab a cup of coffee, read several books or holding a fishing rod to a wild creek fishing, you can sit comfortably on the balcony watching the rich birdlife four weeks to Euler (ORLA) trip now! ~ Life was so casual ease!",,"No.73, Guanghua 2nd Rd., Dongshan Township, Yilan County 269, Taiwan (R.O.C.)",269,Yilan County,Dongshan Township,886-926-847107,886-3-9517703,A15010000H,http://orlabnb.com,https://taiwan.taiwanstay.net.tw/twpic/19407.JPG?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/32873.JPG?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/32715.JPG?v=20250510,,121.731432,24.683928,4,,Double4800;Double4800;Double4800;Double4800;,"restaurant,Internet,Wi-Fi,National travel card,parking lot,,,,bicycle rental,,",Parking Space:Car 0、Motorcycle 0、Truck 0,4,6000,6000,1,sophiyu@hotmail.com,10,0,,,0
E4_A15010000H_003066,Mediterranean Bed and Breakfast,杉原小築民宿,Bed and Breakfast in Taitung County,,"No. 21, Shanyuan, Beinan Township, Taitung County 954031, Taiwan (R.O.C.)",954,Taitung County,Beinan Township,886-89-280198,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/289183.jpg?v=20250510,,,,,,121.186329,22.836933,4,,,"Wi-Fi,free self-service laundry,,,,,Bike friendly accommodation",Parking Space:Car 0、Motorcycle 0、Truck 0,3,1800,3000,0,tiyenchen@gmail.com,8,0,0,0,0
E4_A15010000H_003070,Mei Di Ya Ji,美地雅居民宿,Homestay located in Hualien,,"No.281, Sec. 1, Xingguo Rd., Yuli Township, Hualien County 981, Taiwan (R.O.C.)",981,Hualien County,Yuli Township,886-910-552190,886-3-8880912,A15010000H,http://www.6868meidiya.com,https://taiwan.taiwanstay.net.tw/twpic/11669.jpg?v=20250510,,,,,,121.317454,23.333856,4,,Suite2200;Suite2200;Double1200;Double1200;,"restaurant,Wi-Fi,National travel card,parking lot,,,laundry service,,Bike friendly accommodation",Parking Space:Car 0、Motorcycle 0、Truck 0,4,1200,2200,0,yk21999@yahoo.com.tw,12,0,0,0,0
E4_A15010000H_003071,Waidaping Stargazing B&B,外大坪觀星民宿,"&#34;Puli Taomi Homestay‧Puli Hilltop Guest House｜Campsite&#34; is located in the Wai Daoing of Taomi Nature Preservation Park and in the mountains behind National Chi Nan University. It is near the interchange of National Highway No. 6 and major traffic roads. It is convenient for visitors to go the the downtown of Puli, Sun Moon Lake, and Cingjing. Of course, you can also choose to stay here to experience the local culture, customs, and nature. &#34;Puli Taomi Homestay‧Puli Hilltop Guest House｜Campsite&#34;  is named after the last word of the name of the owner&#39;s three children, and represents the intimacy and harmony of a family. We hope the tourists can also see this place as their home and feel the warm and quite atmosphere in the Taomi countryside. In front of the canary yellow European style building, there is vast grasslands joining the green mountains and clouds. When the visitors arrive here, they can watch the sunset and starry sky, or the purest flora and fauna. This place is the best one to let your mind rest, seek inspirations, and experience the life.",,"No.33-6, Zhonggua Rd., Puli Township, Nantou County 545, Taiwan (R.O.C.)",545,Nantou County,Puli Township,886-931-223095,,A15010000H,http://www.pulisas.com,https://taiwan.taiwanstay.net.tw/twpic/27249.jpg?v=20250510,,,,,,120.913094,23.95767,4,,Other5600;,"restaurant,cafe',Internet,Wi-Fi,parking lot,,,,pick-up service,guided tou,experience activities,,,Bike friendly accommodation",Parking Space:Car 4、Motorcycle 6、Truck 0,3,3600,5600,1,fangzu57@gmail.com,10,0,0,0,10
E4_A15010000H_003073,IHATOV,晨想花園民宿,Bed and Breakfast in Hualien County,,"No.86, Nanhai 4th St., Ji’an Township, Hualien County 973, Taiwan (R.O.C.)",973,Hualien County,Jian Township,886-3-8539808,,A15010000H,http://ihatov.970bnb.net,https://taiwan.taiwanstay.net.tw/twpic/1249.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/9845.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/10759.jpg?v=20250510,,121.596082,23.950949,4,,Double5000;Double5000;,"restaurant,meeting room,cafe',bar,Wi-Fi,parking lot,,,pick-up service,",Parking Space:Car 0、Motorcycle 0、Truck 0,4,5000,7000,0,ihatov.hualian@gmail.com,14,0,1,1,0
E4_A15010000H_003074,Good Hotel,祿宸衿后禾居,"Located on Jhongsiao 1st Rd., Sinsing District, the hotel is well within the boundary of the Kaohsiung station commercial district. We are only 2 blocks away from the famous scenic spot of Lio Ho Night Market and a 15-minute walk away from the Kaohsiung train station, and the metro stations Kaohsiung Main Station and Formosa Boulevard. The High Speed Railway station of Zuoying and Kaohsiung International Airport can be reached by a 20-minute ride. With bustling surroundings and convenient transportation, we are the top choice for your business travel and casual trip to Kaohsiung.",,"No.482, Zhongxiao 1st Rd., Xinxing Dist., Kaohsiung City 800, Taiwan (R.O.C.)",800,Kaohsiung City,Xinxing District,886-7-2355555,886-7-2364889,A15010000H,,,,,,,,120.306526,22.635251,3,,Double(Assessible room)5000;,"Assessible room,,,,laundry service,valuables depository,pick-up service,foreign currency exchange,,",Parking Space:Car 0、Motorcycle 0、Truck 0,64,9800,12800,0,,152,0,,,0
E4_A15010000H_003075,Star Moon B&B,星月文旅,Homestay located in Taichung,,"No.482,Yuemei N.Rd.,Houli Dist.,Taichung City 421,Taiwan(R.O.C.)",421,Taichung City,Houli District,886-965-725526,886-4-26834003,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/8393.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/6559.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/22609.JPG?v=20250510,,120.701918,24.332584,4,,,"restaurant,cafe',banquet,Wi-Fi,sauna,National travel card,parking lot,,,,playground,bicycle rental,guided tou,AED,,,Bike friendly accommodation",Parking Space:Car 12、Motorcycle 10、Truck 2,11,6000,9000,1,smbnb@starmoonland.com.tw,26,0,,,24
E4_A15010000H_003076,Yue Ting Du Jia Hua Yuan Homestay,悅庭渡假花園民宿,Bed and Breakfast in Hualien County,,"No.136, Lunei, Shoufeng Township, Hualien County 974, Taiwan (R.O.C.)",974,Hualien County,Shoufeng Township,886-3-8661335,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/170343.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/26241.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/161446.jpg?v=20250510,,121.527369,23.905551,4,,,"Wi-Fi,National travel card,parking lot,,,,pick-up service,,,Bike friendly accommodation",Parking Space:Car 0、Motorcycle 0、Truck 0,5,5800,7400,0,yueting.a661335@msa.hinet.net,32,0,,,0
E4_A15010000H_003078,Onehouse hostel,一間屋民宿,"only two minutes away from Fulong Train Station and 7-Eleven.Caoling Historic Trail, Old Caoling Tunnel, Taoyuan Valley and Fulong Beach are famous spots nearbyEvery room has an air conditioner. We provide free wifi, but there is no TV. Facebook : 一間屋背包客棧",,"No.1-2, Ln. 2, Fuxing St., Gongliao Dist., New Taipei City 228, Taiwan (R.O.C.)",228,New Taipei City,Gongliao District,886-2-24992161,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/268315.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/268314.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/268311.jpg?v=20250510,,121.945238,25.015929,4,,Double0;Single2000;Single2000;Other4000;,"Wi-Fi,coin-operated laundry,,,,laundry service,,",Parking Space:Car 0、Motorcycle 0、Truck 0,5,2000,4000,0,chyonehouse@gmail.com,16,0,,,0
E4_A15010000H_003080,SUN MAU WU,三茅屋民宿,"When walking into Tao-Mi Eco-Village, follow the signs, go east along the winding valley, you will find a lovely Rana latouchii greets you. A building with white walls and green columns hides in the forest. It is the San Maowu B&B that everyone talking about. Gurgling water with quality of clear and sweet, splashes, making you cool and carefree. This house is designed for frogs and dragonflies, called Qingwa Miao (frog wonderful), located next to the waterfall. A stone footpath passes through the forest, and you find a lush green, shady tree, sleepers trails, winding arrangement and extending away. The second floor has winding corridors inlaid in sweetgum tree. A flight of green stairs separated into Host use and Priviate use for focusing on privacy climbs up and down on the sidelines quietly, which is the owner's masterpiece of ingenuity for the courtyard landscaping, amazing!  Balcony is for visitors to chat, for artists and writers to create, you can also look into the distance across the street over the limitless JNU campus. When night falls with layers of white clouds floating up, like sitting in a paradise between heaven and earth.  A lovely petite ""San Mao Coffee Stand"" on the left of the courtyard has a deep and strong hostess flavor, with bursts of coffee aroma, coupled with languishing real human interest of grass root people, chat warmly with you and you feel it heartily. It was getting dark, the hostess prepared for you with the whole lust fragrance garden restaurant, in soft, supple candlelight, frogs insects call, flower perfume, water sound, accompanied by the moonlight and breeze, completely relaxed self, and enjoy a happy dinner. Meals are completed, you follow the host, armed with flashlights, wearing rubber boots, watch cute brown tree frog heroic, listen spotted frogs singing, one after another, like the sound of nature through an unprecedented feast.",,"No.5-6, Taomi Ln., Puli Township, Nantou County 545, Taiwan (R.O.C.)",545,Nantou County,Puli Township,886-49-2912146,886-49-2917885,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/6101.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/30817.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/38659.jpg?v=20250510,,120.940811,23.939761,4,,Suite2800;,"parking lot,Internet,hot spring,National travel card,,,bicycle rental,guided tou,experience activities,",Parking Space:Car 0、Motorcycle 0、Truck 0,4,1800,3000,1,mm27056@yahoo.com.tw,16,0,,,0
E4_A15010000H_003082,Yuzhou Garden B&B,雲洲農園民宿,Homestay located in Taitung,,"139, Ln. Chengdu Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",950,Taitung County,Taitung City,886-89-330779,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/262110.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/262109.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/262108.jpg?v=20250510,,121.128263,22.733047,4,,,"Wi-Fi,parking lot,free self-service laundry,,,,pet friendly hotel,,",Parking Space:Car 0、Motorcycle 0、Truck 0,5,4000,8000,1,ally800828@gmail.com,18,0,0,0,0
E4_A15010000H_003083,Hotel East,東旅驛棧,Hotel located in Yilan County,,"No.2, Fenwei 1st Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)",262,Yilan County,Jiaoxi Township,886-3-9870591,886-3-9870653,A15010000H,https://www.eastmotel.com.tw/,,,,,,,121.785987,24.832762,3,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,15,1960,2800,0,service@eastmotel.com.tw,34,0,,,0
E4_A15010000H_003085,jumping hostel,跳跳民宿,Bed and Breakfast in Pingtung County,,"No.116-3, Zhongshan Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",929,Pingtung County,Liuqiu Township,886-8-8612308,886-8-8613701,A15010000H,http://qvilla.com.tw,https://taiwan.taiwanstay.net.tw/twpic/4537.png?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/6953.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/16462.jpg?v=20250510,,120.381554,22.351266,4,,,"Wi-Fi,parking lot,coin-operated laundry,,,,mobile payment,guided tou,pet friendly hotel,,,Bike friendly accommodation",Parking Space:Car 0、Motorcycle 0、Truck 0,3,6500,9000,1,qvilla8612308@gmail.com,14,0,,,0
E4_A15010000H_003086,HAO WANG JIAO HOTEL,好望角大飯店,Hotel located in Taichung City,,"No.52, Minzu St., Heping District, Taichung City",424,Taichung City,Heping District,886-4-25989512,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/150287.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/150288.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/150286.jpg?v=20250510,,121.25267,24.253723,3,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,34,1400,4200,0,,102,0,,,0
E4_A15010000H_003087,Royal Garden Homestay,御花苑民宿,Homestay located in Miaoli,,"No.22-8, Hexing, Dahu Township, Miaoli County 364, Taiwan (R.O.C.)",364,Miaoli County,Dahu Township,886-965-211668,,A15010000H,,,,,,,,120.860896,24.394282,4,,,,Parking Space:Car 3、Motorcycle 5、Truck 0,5,6600,8800,0,yhy996868@gmail.com,10,0,0,0,8
E4_A15010000H_003088,Jinzhuya Homestay,金洙椏休閒民宿,"Jinzhuya Homestay is located on the riverbank of Dongshan River, close to the Chuanyi Road and freeway intersections, a few hundred meters from the Interchanges, an 80 minutes&#39; drive from Taiwan Taoyuan International Airport, and just 50 minutes&#39; drive from Taipei 101 if you take the route through Asia&#39;s longest mountain tunnel, Hsuehshan Tunnel. We have quite convenient transportation to all directions.  We offer separate gardens and parking lots, two double rooms, two four-person rooms and a Japanese four-person room, in addition to an elevator, accessible ramps, and other facilities to make the stay of elderly and families with children more convenient, as well as a saloon for visitors to chat with friends and family leisurely and enjoy our offer of tea and snacks.  In the night, you may stroll to the famous Luodong Night Market, and after your return play XBOX with the whole family together, or exercise, enjoying the warmth of family time.  After a good night&#39;s sleep, you can enjoy a Chinese breakfast with local food ingredients carefully prepared by the proprietress in the restaurant under the sunshine. After breakfast, you can ride a bicycle provided by the Jinzhuya Homestay to the nearby Dongshan River. Along the riverbank, you enjoy the scenery and river views of the Long Yang countryside, slowing down to experience the Lohas tour, away from the hubbub.",,"No.17-27, Xiehe Central Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",268,Yilan County,Wujie Township,886-3-9506727,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/4093.JPG?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/9237.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/16051.jpg?v=20250510,,121.804336,24.679757,4,,Double3800;,"restaurant,Internet,National travel card,parking lot,,,,bicycle rental,guided tou,,",Parking Space:Car 0、Motorcycle 0、Truck 0,5,3980,7880,1,jin.zhu.ya@gmail.com,16,0,,,0
E4_A15010000H_003090,Aw Naw Homestay,ㄠ嶩民宿,Bed and Breakfast in Miaoli County,,"No.23, Meiyuan, Tai’an Township, Miaoli County 365, Taiwan (R.O.C.)",365,Miaoli County,Taian Township,886-37-962128,886-37-962093,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/29961.jpg?v=20250510,,,,,,120.964965,24.389314,4,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,4,900,2500,0,,13,0,,,0
E4_A15010000H_003093,Ilan contented Vacation Rentals,宜蘭自得渡假民宿,Bed and Breakfast in Yilan County,,"No.87, Ln. 61, Sec. 2, Yongmei Rd., Zhuangwei Township, Yilan County 263, Taiwan (R.O.C.)",263,Yilan County,Zhuangwei Township,886-937-184104,886-2-824,A15010000H,http://www.bestcard.com.tw,https://taiwan.taiwanstay.net.tw/twpic/8625.JPG?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/9179.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/15157.jpg?v=20250510,,121.788093,24.771714,4,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,4,2600,8000,0,anniet95@bestcard.com.tw,16,0,,,0
E4_A15010000H_003095,Rong Yun building land,榮雲築地,"Guesthouse in Tainan City, near Tainan train station",,"No.3-1, Ln. 48, Fubei St., North Dist., Tainan City 704, Taiwan (R.O.C.)",704,Tainan City,N. District,886-6-2228808,886-6-2387657,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/192684.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/192685.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/192690.jpg?v=20250510,,120.211761,22.998959,4,,,"Wi-Fi,coin-operated laundry,,,,",Parking Space:Car 2、Motorcycle 8、Truck 0,5,2000,3000,1,,14,0,0,0,10
E4_A15010000H_003096,FULLER HOSTEL,圖格旅旅館,"Hotel located in Taichung---TG(Together) Hostel, stay together. We reconstructed two old buildings into new one in local street, and offer this friendly space to traveler to enjoy while exploring the wonderful city of Taichung together.",,"No.339, Chenggong Rd., Central Dist., Taichung City 400, Taiwan (R.O.C.)",400,Taichung City,Zhong District,886-4-22295653,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/260643.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/260646.jpg?v=20250510,,,,120.675662,24.145105,3,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,9,1300,13000,0,tghostel.tc@gmail.com,43,0,,,0
