唯一識別碼,資料類型,語系,資料名稱,文字描述,聯絡電話,分機,縣市名稱,行政區(鄉鎮區)名稱,街道名稱,資料提供單位機關代碼,資料提供單位,資料更新日期時間
Hotel_A15010000H_008846,Hotel,Zh_tw,悠然森活民宿,位於新竹縣的民宿,(03)5527799,,新竹縣,北埔鄉,水磜村11鄰面盆寮18-1號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008847,Hotel,Zh_tw,楓之谷民宿(特色民宿),位於南投縣的民宿,(049)2974709,,南投縣,仁愛鄉,親愛村大安路119號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008848,Hotel,Zh_tw,永美旅社,位於高雄市的旅館,(07)6113558,,高雄市,橋頭區,橋頭里站前街16號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008849,Hotel,Zh_tw,挪威森林行旅1號館,"挪威森林.行旅1號館位於台中火車站正前方，旅店內設有餐廳、健身中心、公共休息區和12樓空中景觀台。

飯店提供雙人房、豪華三人房、親子家庭房及親子六人房等房型，且附設兒童遊樂區室內溜滑梯、育嬰室、親子廁所、24 小時全天候接待櫃台和專屬無人自助櫃檯方便您迅速Check in。旅店內各區域均可使用享免費 WiFi。

 

客房設有獨立空調、55吋平面電視、隨選影音設備、環保無壓縮機冰箱和高級TOTO免治馬桶，並提供快煮水壺、膠囊咖啡機、吹風機和商務書桌；私人衛浴備有淋浴設施和免費盥洗用品(部分房型設有獨立浴缸)，旅店房間皆使用臭氧清淨機提升房間空氣品質。

 

旅店餐廳供應多種中、西自助式早餐、咖啡機、各式飲品及小點；更可從餐廳直接觀賞台中車站、火車與人潮的變化，在享受美食之餘，還能感受台中繁華之美，這正是-“森活行旅。自在漫遊”之意義。

 

本旅店設有觀光旅遊諮詢櫃台，且提供特約機車租賃服務；並附設健身中心讓旅客在閒暇之餘仍可運動健身。

 

周邊熱門景點包括宮原眼科、繼光商圈、台糖生態園區、中華路夜市、一中街夜市、忠孝夜市、草悟道、科博館、台灣美術館、秋紅谷等知名景點；從台中烏日高鐵車站搭台鐵火車到台中火車站只要10分鐘車程，最近的機場是臺中國際機場，距離 16 公里約30分鐘車程。

 

挪威森林.行旅1號館，位於台中火車站正前方，交通便捷、風景宜人、絕對是商務洽公、情侶好友伴遊、家庭親子旅遊觀光的絕佳選擇。

 ",(04)22293388,,臺中市,中區,建國路184號3至11樓,A15010000H,交通部觀光署,2025/3/18 下午 10:24:44
Hotel_A15010000H_008850,Hotel,Zh_tw,隱源舍民宿,位於宜蘭縣的民宿,0913003627,,宜蘭縣,三星鄉,大隱中路349巷20號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008853,Hotel,Zh_tw,風信子民宿,位於澎湖縣的民宿,0956036506,,澎湖縣,馬公市,前寮里2鄰前寮5之10號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008856,Hotel,Zh_tw,布洛灣大飯店,布洛灣飯店位於花蓮市熱鬧的街區，近火車站（車程約10分鐘）步行可達金三角商圈、文創園區、東大門夜市，交通十分便利。本飯店全新裝潢並領有政府核發「旅館業登記證」；客房均有分離式冷氣，全館使用合格防火建材及進口衛浴設備，並投保公共意外責任險6400萬，提供您一個舒適、乾淨、安全的商務旅遊住宿環境。,(03)8339151,,花蓮縣,花蓮市,主學里14鄰中福路189號,A15010000H,交通部觀光署,2025/2/26 上午 10:45:58
Hotel_A15010000H_008859,Hotel,Zh_tw,小巷時光民宿,位於花蓮縣的民宿,(03)8316402,,花蓮縣,花蓮市,中山路571巷42號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008860,Hotel,Zh_tw,美崙遊記民宿,位於花蓮縣的民宿,(03)8228430,,花蓮縣,花蓮市,民政里中興路179號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008862,Hotel,Zh_tw,享一夏民宿(特色民宿),位於澎湖縣的民宿,0926803083,,澎湖縣,馬公市,山水里20鄰珠江1之30號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008866,Hotel,Zh_tw,福星民宿,位於花蓮縣吉安鄉民宿,0958227688,,花蓮縣,吉安鄉,福興村舊村六街146號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008867,Hotel,Zh_tw,夢峇里民宿,位於花蓮縣的民宿,0937169810,,花蓮縣,瑞穗鄉,瑞祥村南三路310號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008869,Hotel,Zh_tw,LA VIDA HOTEL 逢甲商旅,"「LA VIDA」源自西班牙文，具有「樂在生活」意涵，
  休憩為得是實踐更多的自己，回歸簡單自然生活本質。

  LAVIDA HOTEL位於台中市中心精華地段，
  漫步三分鐘即達台中知名的逢甲商圈。
 
  鬧中取靜的享受，結合北歐簡約原木空間設計，
  供您自在旅遊的樂活空間。
",(04)24517722,,臺中市,西屯區,西屯路二段275之2號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008871,Hotel,Zh_tw,童年櫻花民宿,位於嘉義縣的民宿,(05)2590536,,嘉義縣,番路鄉,下坑村下坑45之26號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008872,Hotel,Zh_tw,珊瑚假期民宿,位於屏東縣的民宿,(08)8613535,,屏東縣,琉球鄉,中山路104號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008878,Hotel,Zh_tw,魚樂天使青旅民宿,"魚樂天使青旅民宿座落在台東市區內、緊鄰風景優美的台東森林公園入口處，離塵不離城，南北交通便利，步行即可前往多處台東市知名景點，亦可租借單車悠然環遊台東市，享受台東的風景、民情、小吃。
住宿環境安全、安靜、整潔，公共設備簡約、乾淨、舒適，服務人員熱忱、親切。我們期待能成為您到台東旅遊時的天使，與您共享台東的好山、好水、好風情，使您在台東能如魚悠游自在，享受人生的平安、喜樂。",(089)360296,,臺東縣,臺東市,四維里勝利街80號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008879,Hotel,Zh_tw,凱城山莊,位於宜蘭縣的旅館,(03)9870210,,宜蘭縣,礁溪鄉,大忠路144號1-4樓,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008881,Hotel,Zh_tw,忘了飛,位於風景優美的東半島，緊鄰山后民俗文化村，為傳統閩南式三蓋廊建築格局，是金門國家公園修復的古厝民宿。我們以攝影、旅行、明信片為風格主題，並獲得2011-2012英語服務金質級標章認證。我們“留在金門忘了飛”部落格提供了豐富的金門旅遊資訊及更多的民宿介紹，歡迎多加利用。,(082)352058,,金門縣,金沙鎮,山后84號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008883,Hotel,Zh_tw,綠之園民宿,位於宜蘭縣的民宿,(03)9559169,,宜蘭縣,羅東鎮,北成里北成路二段136巷2弄19號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008884,Hotel,Zh_tw,京讚精品民宿２館,位於宜蘭縣的民宿,0935037996,,宜蘭縣,三星鄉,三星路一段385巷21號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008887,Hotel,Zh_tw,安泊旅店,安泊旅店是2019年澎湖馬公市區唯一全新開幕海景飯店，擁有大面積客房，兩部電梯出入便捷，環保節能設計，絕佳通風與採光。獨立觀景陽台，提供吞雲吐霧處所，體貼滿足所有貴賓需求。,(06)9221758,,澎湖縣,馬公市,東文澳123之2號,A15010000H,交通部觀光署,2025/2/27 下午 02:35:13
Hotel_A15010000H_008889,Hotel,Zh_tw,開心民宿,我是訓易，花蓮在地長大的青年，為了成就最平凡的幸福，想有更多時間陪伴摯愛的媽媽，屆滿32歲生日前，轉換跑道踏入民宿服務業。【開心民宿】，是花蓮市中心合法優質民宿，寬敞‧舒適‧簡約‧大方，每個房間皆有窗戶設置與獨立HCG乾溼分離衛浴，誠摯歡迎您的蒞臨。開心民宿座落於花蓮市中心，交通非常便利，離車站與花蓮各特殊美食景點包括：炸彈蔥油餅、時光書店、自強夜市、遠東百貨、慈濟園區、賀川壽司、公正包子、廟口紅茶、南濱夜市、松園別館、七星潭……等僅需3~10分鐘車程。民宿的地點非常顯眼易尋(花蓮農校對面)，更難得能在花蓮市區眺望校園的樹海美景。,(03)8315195,,花蓮縣,花蓮市,國魂里建國路210號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008890,Hotel,Zh_tw,自然捲民宿,位於宜蘭縣的民宿,(03)9612062,,宜蘭縣,冬山鄉,水井一路250巷12號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008892,Hotel,Zh_tw,世外桃園溫馨別墅民宿,走訪花蓮，尋找屬於大自然的活力與生機！擁有瑰麗景致與豐富自然生態的花蓮縣，親身造訪最能深度瞭解當地之美。當置身於青山綠野中時，清風細語，林鳥歡鳴，百花綻放，放眼所及盡是詩畫般的自然風光，令人難以忘懷，停留片刻，按下心中的快門，抓住感動瞬間，讓美好的一切永存心底。,(089)330887,,臺東縣,臺東市,豐榮里35鄰文山路27巷30號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008893,Hotel,Zh_tw,喜客商旅-三重館,位於新北市的旅館,(02)29870660,,新北市,三重區,龍門路1號10至12樓及10樓之1至12樓之1,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008895,Hotel,Zh_tw,向日葵精緻旅店民宿,位於澎湖縣的民宿,0975723872,,澎湖縣,馬公市,西文里10鄰西文澳85之2號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008896,Hotel,Zh_tw,後山海岸民宿,位於花蓮縣的民宿,0910469008,,花蓮縣,新城鄉,順安村5鄰北三棧66之2號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008898,Hotel,Zh_tw,豪贊旅店,緊臨台北市西門町徒步區電影街，服務親切，詳盡旅遊諮詢，可從台北捷運板南線西門站(6號出口)至台北市各大旅遊景點，旅館周圍有公園、萬華運動中心、洛陽收費停車場，價錢最實惠，免費公用電腦上網，免費無線上網，到台北搭捷運旅遊、逛西門町、看電影、參加演唱會、世貿展覽、出差的最佳住處，從捷運西門站走路經西門町徒步區至宓琪旅館約10分鐘，有冷氣空調及獨立衛浴設備。,(02)23702199,,臺北市,萬華區,昆明街34號2樓,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008899,Hotel,Zh_tw,萊茵商旅,位於基隆市的旅館,(02)24257766,,基隆市,中正區,信一路177號17樓,A15010000H,交通部觀光署,2025/2/25 下午 01:33:15
Hotel_A15010000H_008902,Hotel,Zh_tw,平凡履棧民宿,"旅客玩了一天累了,需要好好休息睡個好眠.
希望來訪的旅人好友都能有一夜好眠，為明天準備.
歡迎你(妳)的蒞臨
",0900778190,,澎湖縣,馬公市,西衛里26鄰西衛338號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008903,Hotel,Zh_tw,上海21民宿,位於花蓮縣的民宿,0912507957,,花蓮縣,花蓮市,主學里上海街21號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008905,Hotel,Zh_tw,清平樂村居,"日月潭民宿--清平樂村居 座落於魚池鄉澀水社區 
是一棟亮眼的黃色小屋
在依山傍水的天然環境擁抱下
襯托出清平樂得天獨厚下的不平凡。

清平樂旁有自然生態池，伴隨四季的變化，有魚、蜻蜓、青蛙、蝌蚪等生物生活於其中，當然還有荷花、蓮花等植物浮游其上。四週有茶園、農田、果樹等鄉村淳樸風景圍繞；清晨時，可繞著環村步道拜訪澀水社區，享受著微風吹拂下的清新氣息，耳聽山林鳥語，也可以到陶藝教室去製作陶器，藉由手指的觸感來感受土壤的溫暖，讓心與自然更加貼近，亦或是走遠點，到瀑布去享受冰涼、飛濺的水花點點。當然啦！你也可以驅車前往日月潭、九族文化村等，都是位於附近的著名景點，路程不遠立即可到達的地方。晚上住在清平樂，，在滿天星的陪伴下，與同行好友喝茶聊天,寧靜的村居可以讓您身心靈沉澱,蟲鳴鳥叫自然的樂音伴您入夢鄉.",(049)2897645,,南投縣,魚池鄉,大雁村大雁巷26-5號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008906,Hotel,Zh_tw,挪亞民宿,位於花蓮縣的民宿,(03)8266478,,花蓮縣,新城鄉,嘉里村嘉里路61-1號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008907,Hotel,Zh_tw,福昇商旅,"福昇商旅位於桃園，距離桃園市立體育館 0.9公里。

此日式商務飯店所有客房均設有書桌、平面電視、私人衛浴、熱水壺和冰箱，部分客房享有市景。

接待櫃台可為住客提供當地旅遊資訊。 

此住宿被評為桃園區性價比最高的選擇！相較城市其他相似住宿，此間住宿更物超所值！",(03)3339222,,桃園市,桃園區,中山東路51號10樓之1-5,A15010000H,交通部觀光署,2025/3/7 上午 09:57:03
Hotel_A15010000H_008909,Hotel,Zh_tw,養和屋民宿,位於花蓮縣的民宿,(03)8872838,,花蓮縣,瑞穗鄉,瑞穗村中正北路一段36號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008912,Hotel,Zh_tw,雲の翡冷翠民宿,位於花蓮縣的民宿,(03)8531236,,花蓮縣,吉安鄉,仁和村南海四街242號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008913,Hotel,Zh_tw,天方夜譚旅館,位於宜蘭縣的旅館,(03)9286039,,宜蘭縣,宜蘭市,中山路五段127巷31號1樓,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008917,Hotel,Zh_tw,萬美賓館,位於高雄市左營區的旅館,(07)5825888,,高雄市,左營區,左營大路14-9號,A15010000H,交通部觀光署,2025/3/13 下午 03:04:52
Hotel_A15010000H_008921,Hotel,Zh_tw,悅榕汽車旅館,位於新北市的旅館,(02)89516333,,新北市,板橋區,縣民大道1段146號2至3樓(1樓門廳),A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008926,Hotel,Zh_tw,水星花時間,位於苗栗縣的民宿,(037)996796,,苗栗縣,大湖鄉,義和村8鄰淋漓坪110號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008929,Hotel,Zh_tw,墾丁禾金豐旅店,位於屏東縣的民宿,0929299939,,屏東縣,恆春鎮,中正路232巷101弄36號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008930,Hotel,Zh_tw,南景天-依依不捨民宿,位於屏東縣的民宿,0988910273,,屏東縣,恆春鎮,南灣路林森巷16-1號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008936,Hotel,Zh_tw,台東女人魚民宿,位於臺東縣的民宿,0937956416,,臺東縣,臺東市,漢中街185巷78號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008938,Hotel,Zh_tw,朋友的家民宿,女主人是靠譜的北京妮子，『朋友的家』是全台首家非台灣籍申照成功的全新合法民宿。我們位於花蓮火車站前站400多公尺的靜巷內，『步行』不用十分鐘，距離自強夜市和三角商圈也不到兩公里距離。在朋友的家，我們希望提供給您的不僅有舒適安心的居住環境，更能令您體會到來自海峽兩岸的熱情與友善。,0978161109,,花蓮縣,花蓮市,國聯里國興四街6號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008940,Hotel,Zh_tw,羅東丹妮亞庭園民宿,位於宜蘭縣的民宿,0965178897,,宜蘭縣,羅東鎮,新群里7鄰富農路三段65號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008943,Hotel,Zh_tw,念念不忘,位於宜蘭縣的民宿,(03)9605606,,宜蘭縣,五結鄉,協和村親河路二段103巷1弄20號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008946,Hotel,Zh_tw,盈好民宿,位於臺東縣的民宿,(089)561615,,臺東縣,鹿野鄉,鹿野村鹿鳴路62號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008950,Hotel,Zh_tw,翡麗金旅店民宿,位於屏東縣的民宿,(08)8863800,,屏東縣,恆春鎮,大灣路142-1號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008951,Hotel,Zh_tw,高雄圓山大飯店,"高雄圓山莊園渡假飯店位於澄清湖畔。特有的宮殿式建築是集西方建築的雄偉與東方建築的古典於一體，七彩畫棟、丹朱圓柱等建築特色，東方傳統的藝術色彩，匠心獨運。 
107間客房，舒適寬敞的空間，結合中西合併，古典婉約的風格，從景觀陽台，坐望燈火輝煌的夜色，澄清湖碧波蕩漾四季如畫之美景，盡收眼底，讓您身心完全放鬆的莊園渡假飯店。 
飯店餐廳匯集了中、西式傳統道地的經典名菜，宮廷般的尊貴氣派，讓您在喧鬧的城市中，享受一個靜謐的餐飲環境。 
飯店多項休閒設施，花園游泳池、池畔坐望林、健身中心、撞球、桌球、景觀木棧道等，讓您除了徜徉於澄清湖的湖光山色之間，又能鬆弛筋骨，享受輕鬆自在又健康的美好假期。 
",(07)3706007,,高雄市,鳥松區,圓山路2號,A15010000H,交通部觀光署,2025/3/26 下午 03:16:43
Hotel_A15010000H_008952,Hotel,Zh_tw,閒雲居花園民宿,位於花蓮縣的民宿,(03)8544417,,花蓮縣,吉安鄉,東昌村東海六街195號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008954,Hotel,Zh_tw,璽朵精品旅館,位於臺中市的旅館,(04)22587789,,臺中市,西屯區,朝馬二街46號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008958,Hotel,Zh_tw,墾丁馬卡龍旅店,位於屏東縣的民宿,0955511213,,屏東縣,恆春鎮,省北路41巷31號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008962,Hotel,Zh_tw,迦百農民宿,位於屏東縣的民宿,0936312603,,屏東縣,恆春鎮,德和路160巷75號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008963,Hotel,Zh_tw,金都精緻溫泉飯店,位於臺北市的旅館,(02)28911228,,臺北市,北投區,光明路240號1-6樓,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008964,Hotel,Zh_tw,杰哥民宿,位於南投縣的民宿,0986213984,,南投縣,埔里鎮,枇杷里九成街117巷35號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008965,Hotel,Zh_tw,問樵山居,"位於苗栗縣南庄鄉的民宿
2004年底邂逅南庄，就愛上這個山水秀麗，民風淳樸的客家庄。
2008年愛樹的我們將層層的梯田遍植台灣原生樹種，如肖楠、豬腳楠、香楠、大葉楠、赤楠、青剛櫟、台灣油杉、榔榆、櫸木、光臘樹、茄苳、楊梅；還有隨季節變換色彩的青楓、楓香、三角楓，無患子；以及適應當地自然環境的各種花卉，如櫻花、梅花、李花、鳶尾花、杜鵑花、芙蓉花、荷花、野薑花及油桐花。
生態池裡水生植物生趣盎然，小魚小蝦悠遊其中。山林裡生態豐富，偶與野兔、山羌，大冠鳩與藍鵲不期而遇，增添了山居的樂趣。
2011年「問樵山居」落成，除了讓自己寄情於山水之中，也願將此情此景分享給有緣人。",0972725673,,苗栗縣,南庄鄉,田美村1鄰田美20號,A15010000H,交通部觀光署,2025/3/5 下午 08:56:18
Hotel_A15010000H_008966,Hotel,Zh_tw,Success Banner溪頭飯店,位於南投縣溪頭自然教育園區內的旅館,(049)2612345,,南投縣,鹿谷鄉,內湖村森林巷3-6、10-10、13、13-1、13-2、13-3、13-5號,A15010000H,交通部觀光署,2025/3/26 下午 04:08:10
Hotel_A15010000H_008969,Hotel,Zh_tw,花蓮卡好民宿,位於花蓮縣的民宿,0933996320,,花蓮縣,吉安鄉,仁里村南埔16街51巷6號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008970,Hotel,Zh_tw,東港許願宿民宿,「屏東東港民宿‧許願宿民宿」鄰近大鵬灣、東港碼頭、東隆宮及青洲遊憩區…等熱門景點，也是前往小琉球最好的中繼休息站。旅人們可騎乘自行車沿著大鵬灣自行車道繞行；也可至擁有陽光和海洋風情的沙灘踏遊；或可乘船至小琉球來場海洋小島之旅；還可至林邊體驗路亞釣遊的樂趣；更可深入體會南台灣的在地文化和風土民情。,(08)8336397,,屏東縣,東港鎮,新基街109巷6號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008971,Hotel,Zh_tw,月圓汽車旅館,月兒圓　人兒圓　雙雙對對來月圓  位於樹林萬坪公園河堤前，坐擁層層群山入眼簾，聘請名專業 設計師，精心規劃37種不同的感官 視覺設計，5種獨特的情趣享受，以時尚、科技、浪漫、隱私與尊貴，建構出叢林中的精緻汽車旅館，讓您約會出差賓至如歸有家的感覺。  距離鶯歌市、土城市、板橋市、三峽交流、土城交流道，約10 分鐘，盡享地利之便。  客房專屬車庫，方便私密的空間規劃，保障顧客隱私安全。 客房均配備寬頻網路上網.系統方便洽商之後的資訊傳遞免費提供住宿精緻早餐。  全新裝璜 八種房型,(02)86862828,,新北市,樹林區,八德街208巷12號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008973,Hotel,Zh_tw,綠也民宿,"位於冬山河休閒農業區內，座落於一片風光絕倫的田野景致中
 
鄰近全國知名風景區南邊為國際童玩藝術節冬山河親水公園，北邊為國立傳統藝術中心，東邊為國道五號聯絡道-傳藝路直達羅東後火車站及馳名的羅東觀光夜市。民宿距離羅東運動公園開車僅須15分鐘，前往羅東夜市也僅需10分鐘路程即抵，便利的交通，方便旅人前往各地尋幽訪古。


民宿外觀為一幢具有設計感強烈的時尚建築，富麗高雅的大廳提供旅人歇腳、談趣的最佳空間；主題式溫馨明亮的客房則提供了旅人靜心休息的寧靜氛圍，潔淨而溫馨的空間搭配舒適的寢具和繽紛的壁貼，展現雅緻舒眠的溫暖氣息，停駐了旅人的匆忙腳步",(03)9500613,,宜蘭縣,五結鄉,公園路98巷20號,A15010000H,交通部觀光署,2025/3/10 下午 05:00:02
Hotel_A15010000H_008975,Hotel,Zh_tw,太陽民宿,"太陽民宿倚靠在西衛的西北側海岸，頗有遺世獨居的玩味，每一天的晨曦和晚霞從我們頭頂上走過，故名太陽。
雖然如此，我們最顯眼的標誌其實是圖片中能看見的七色彩柱，人人都嚮往太陽的光芒和溫暖，但雨過天晴的力量才是最珍貴的，所以太陽民宿的太陽是在雨後，天放晴，讓彩虹出現的太陽。

太陽民宿為新造，今年盛大啟動~
走進這個總計一百多坪大的空間裡，
最先感受到的就是濃濃的木竹香，
全局皆用復古的風味，營造出懷舊的溫暖情懷。

房間部分呼應大格局，雙人房都已接近8坪，盥洗空間皆採用乾濕分離，除六人房外，皆配置約1.5坪的陽台，為的是除了日出日落，還有澎湖夜晚如繁星點點的燈光漁火，環視整個西嶼鄉、白沙鄉，綿長路燈點點串連，正北邊，是大倉島的親切問候，或著猛然回頭，觀音亭的彩虹橋在遠處閃爍著。

我們在整個澎湖本島的中心位置，觀望。

PS：民宿額外配置全新的腳踏車，據民宿約莫50公尺外就是西衛的腳踏車步道，一路沿著澎湖西海岸能夠通往觀音亭，馬公市區。
此外我們也提供機場接送的服務，有需求的朋友也請多多善用，感謝。",(06)9279780,,澎湖縣,馬公市,西衛里25鄰西衛378號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008976,Hotel,Zh_tw,打呼旅店,位於屏東縣的民宿,0958887615,,屏東縣,恆春鎮,湖內路5巷14號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008977,Hotel,Zh_tw,泊樂行旅,位於臺南市的旅館,(06)2211188,,臺南市,中西區,赤崁里忠義路2段173號1至7樓,A15010000H,交通部觀光署,2025/3/4 上午 10:30:30
Hotel_A15010000H_008979,Hotel,Zh_tw,心媞休閒旅館,位於臺中市的旅館,(04)22970177,,臺中市,北區,北區北平路1段2號,A15010000H,交通部觀光署,2025/3/3 下午 01:48:13
Hotel_A15010000H_008980,Hotel,Zh_tw,明軒曉居民宿,"擁有生態池、露天休閒桌椅及烤肉場地等設施的「日月潭民宿．明軒曉居」，讓來此住宿的旅人就算哪兒也不去，也能賞花觀景、玩沙烤肉，慵懶一整天。若是要驅車前往埔里, 金龍山, 車埕 ,日月潭國家風景區、九族文化村、文武廟、三育基督教學院、慈恩塔, 蓮華池生態區等景點車程也在10~20分鐘內，是一處遠離塵囂卻又交通便利的世外桃源。
 
隨風搖曳的綠葉與紅艷艷的花朵歡欣鼓舞地迎接到來旅客，「日月潭民宿．明軒曉居」整棟建築物、住宿房間及庭園景觀皆是由民宿主人鄭大哥一手打造 , 鄭大哥原先就是從事園藝景觀的工作，因此對庭園造景還有植物非常了解，也可以說是這方面的專家。由於之前都在外地打拼，幾年前才開始真正回家鄉，打造出一座屬於自己的私人後花園，並取名芸園，芸來自自己的太太，可看出鄭大哥有多愛老婆。鄭大哥的兒子跟媳婦也很用心的幫忙管理這個地方，早餐是由兒子夫妻一起親手做的唷!，山水相連的美好空間讓人流連忘返。民宿除了有景觀雙人套房可以遠眺山嵐之外，另有木屋房型適合大家庭及朋友聚會，溫馨敦實的氛圍別有一番風味，若是有小家庭來此，可以選擇親子四人房讓小朋友們有個快樂的周末假期～",(049)2898950,,南投縣,魚池鄉,大雁村大雁巷7-5號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008983,Hotel,Zh_tw,鼓道民宿,位於花蓮縣的民宿,0966592391,,花蓮縣,花蓮市,主義里明義街63之5號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008984,Hotel,Zh_tw,皇冠大旅社,位於臺東縣的旅館,(089)359777,,臺東縣,臺東市,福建路258號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008985,Hotel,Zh_tw,舒活民宿,"來到好山好水的台東市
你只需帶著悠閒的心情 
親身體驗舒活民宿所帶來的舒適感受
在空氣清新、視野開闊的鄉間
度過美好的台東假期

舒活民宿~~~~舒適生活,享受生活
http://cozylife.ittbnb.com/",0970646868,,臺東縣,臺東市,文心街1巷20號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008986,Hotel,Zh_tw,印象賓館,位於新北市的旅館,(02)26834727,,新北市,樹林區,鎮前街3號4樓,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008991,Hotel,Zh_tw,采虹6號民宿,位於臺東縣的民宿,0988575018,,臺東縣,臺東市,志航路1段412巷17弄6號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
Hotel_A15010000H_008993,Hotel,Zh_tw,新百香民宿,位於苗栗縣的民宿,(037)825850,,苗栗縣,南庄鄉,南江村14鄰小東河23之5號,A15010000H,交通部觀光署,2025/2/17 下午 05:00:27
