唯一識別碼,資料類型,語系,資料名稱,文字描述,聯絡電話,分機,縣市名稱,行政區(鄉鎮區)名稱,街道名稱,資料提供單位機關代碼,資料提供單位,資料更新日期時間
Event_376490000A_000095,Event,Zh_tw,【藝術宅急便 】藝術下鄉巡演 - 麥寮,"#2022藝術宅急便 #藝術下鄉巡演

#8月份 #熱烈演出 

本週末在麥寮鄉及褒忠鄉喔!!!

阿母揪阿爸、樓上揪樓下、厝邊揪隔壁

快到現場感受熱情的音樂藝術饗宴吧~~~

麥寮鄉 8/27(六) ｜19:00 ｜麥寮拱範宮

表演單位｜#擊限打擊樂團 #嬉班子樂團

團隊介紹 #擊限打擊樂團

擊限打擊樂團是由留美打擊樂博士同時也是在地雲林縣人-林韋辰，號召多位雲嘉南地區之在地打擊樂老師，以及數位在地優秀學生，所共同組成的打擊樂團。

團隊介紹 #嬉班子樂團

獲得外交部推薦為台灣指定非洲鼓代表團。音樂創作融入許多東西方音樂元素，並以世界音樂風格來創作閩南語作品，唱出更多連結非洲與台灣在地溫暖的故事。



#藝術宅急便 #下鄉巡演

#擊限打擊樂團 #嬉班子樂團

#生存空間樂團 #鳳鳴齋樂團",(05)5523130,,雲林縣,麥寮鄉,雲林縣麥寮鄉中正路3號,376490000A,雲林縣政府,2022/8/28 下午 03:30:29
Event_376490000A_000096,Event,Zh_tw,雲林縣美術協會111年會員聯展,雲林縣美術協會創會至今邁向第40年，該會結合雲林地區愛好藝術人士，以推展藝術教育為宗旨，每年舉辦會員作品聯展，展出作品包含油畫、水墨、水彩、書法等，除了提供會員彼此觀摩、學習，也藉此展現會員精品傑作，近年與台北湖光畫會締結姐妹會，提升作品水準與多元的表達意象，會員聯展作品皆挑選包含老中青三代，1-2年內的最新作品，畫風多元，各領風騷，值得細細品味。,(05)5523136,,雲林縣,斗六市,雲林縣斗六市大學路三段310號文化觀光處展覽館2樓,376490000A,雲林縣政府,2022/8/26 上午 08:39:11
Event_376490000A_000097,Event,Zh_tw,「雲傳藝饗」2022雲林縣傳統工藝展覽,雲林縣內聚集眾多優秀的傳統工藝文化技術保存者，無論山線或海線，皆有許多傳統工藝技術保存大師，藉由精湛的工藝技術，與踏實認真的職人精神，名聲廣傳，為人所知，本展集結眾多雲林縣傳統工藝文化技術保存者，匠心打造「雲傳藝饗」特展，開啟一場優質而精美的工藝饗宴。,(05)5523136,,雲林縣,斗六市,雲林縣斗六市大學路三段310號文化觀光處展覽館1樓,376490000A,雲林縣政府,2022/8/26 上午 08:41:53
Event_376490000A_000098,Event,Zh_tw,【藝術宅急便】北港《周公鬥桃花女》明華園戲劇總團 !!下鄉囉~~,"各位看倌‼️明華園戲劇總團下鄉囉~~
#好戲加碼 #下鄉巡演 #戶外野台
#藝術宅急便 #孫翠鳳 #不要錯過
10/23(日) ｜晚上7點 《周公鬥桃花女》
北港糖廠對面廣場免費入場
演出介紹：
《周公法鬥桃花女》是一段民間神話故事，將民間耳熟能詳的周公鬥桃花女傳說，融合傳統婚禮習俗以及彭祖求壽的故事。過程驚喜趣味、笑料百出，是一部非常適合闔家觀賞的輕鬆好戲。由當家台柱孫翠鳳領銜，母女同台飆戲，精彩可期!!
領銜主演：
✨當家台柱-孫翠鳳✨
✨大女兒-陳昭婷✨
✨小女兒-陳昭賢✨
✨武生丑角-陳子豪✨
#2022雲林藝術宅急便 #明華園戲劇總團  #雲林北港  #孫翠鳳 #周公鬥桃花女",(05)5523189,,雲林縣,北港鎮,北港糖廠對面廣場,376490000A,雲林縣政府,2022/10/24 上午 09:11:10
Event_376490000A_000099,Event,Zh_tw,陶路~心安惠瑩,李燦瑩為雲林口湖人，本次展出以小口瓶為主，展現小口瓶詩情畫意、溫柔婉約的文人內涵與氣質，利用雕塑技法，使其更加立體與活躍。,(05)7832999,,雲林縣,北港鎮,651雲林縣北港鎮公園路66號,376490000A,雲林縣政府,2023/1/11 上午 09:23:42
Event_376490000A_000101,Event,Zh_tw,三秀園【秋—日之餘】水上音樂會,"【秋—日之餘】水上音樂會暨野餐日，9/17、9/18兩天活動豐富，從白天玩到晚上，期待大家一起來喔！

     ➖ 9月17日 ➖
10:00 - 19:30 ◾開園◾ 依園票價購票入園，最後入場時間為 19:00
11:30 - 18:00 ◾野餐日小市集◾ 美食餐車、日光下野餐、布袋戲體驗
13:30 - 16:30【浮水印三秀園】版畫體驗工作坊
 講師：蝸的時間slow·print
18:30 - 19:30【日之餘】水上音樂會
演出：沈新欽與 新竹新笙合唱團Vox Nova Singers Hsinchu

     ➖ 9月18日 ➖
10:00 - 20:00 ◾開園◾ 依園票價購票入園，最後入場時間為 19:30
11:30 - 18:00 ◾野餐日小市集◾ 美食餐車、日光下野餐、布袋戲體驗
14:00 - 16:00【日光與風的藍染】藍染體驗工作坊
 講師：塔素 Täzzu
19:00 - 20:00【日之餘】水上音樂會
演出： 雲林縣鄉音室內樂團 Sharing Chamber Orchestra",(05)5917033,,雲林縣,大埤鄉,631雲林縣大埤鄉怡然路26號,376490000A,雲林縣政府,2022/9/19 上午 09:17:13
Event_376490000A_000102,Event,Zh_tw,2022到雲林蜻旅行・蜻蜓主題展,"「飛呀！飛呀！看那紅色蜻蜓飛在藍色天空，遊戲在風中不斷追逐牠的夢…」每當小虎隊這首〈紅蜻蜓〉響起，好幾個世代的人都能哼唱幾句，在旋律裡想起那些蜻蜓漫天飛舞、在自然裡遊戲的記憶！

今年夏天，豐泰基金會要邀請大家一起到綠園區來場「蜻旅行」，以蜻蜓為主角、環境保育為核心，我們規劃了一系列好玩有趣、同時能認識在地環境和生態的課程及體驗活動！有蜻春洋溢市集、款款蜻蜓放風趣、田嬰有藝思-親子共學體驗營、‍蜻蜓大小事報哩哉-昆蟲課以及重頭戲‍♀蜻蜓主題展，讓大家從8/27-11/27假日都精彩！

田嬰有藝思-親子共學體驗營
以蜻蜓為主角，延伸出意料之外的多元有趣課程，透過藝術轉化與動手體驗，讓大小朋友從不同視角看見生態和環境之美！快帶上你的想像力，和我們一起動手玩創意！
各課程報名資訊請參考基金會粉絲團：https://www.facebook.com/fengtayfoundation

‍♀蜻蜓主題展(8/27-11/27)
蜻蜓是自然界的嬌客，主要生活在無汙染或低汙染的水域環境，對於環境的變化敏感，因此被視為「環境指標生物」。我們常可以透過蜻蜓的生存狀態來幫環境初步體檢，看看水資源乾不乾淨？多樣性足不足夠？

近年來，大至全球暖化、小至一方田地的農藥殘留或水田旱化等，都直接或間接限縮了蜻蜓這類水域生物的生活空間，讓「看見蜻蜓」成為日常裡稀罕的事情。

本次蜻蜓主題展從單一物種出發， 帶領參與者從構造、習性、特色認識蜻蜓，也進一步了解牠們與環境生態及人類的關係，期待透過蜻蜓之眼，反思生態的變化與保育，看見環境和生命之美。

---
▌活動展期：8/27-11/27
▌田嬰有藝思-親子共學營體驗課程：
https://www.facebook.com/fengtayfoundation
▌活動地點：豐泰基金會綠園區（虎尾鎮興南1088號）
▌指導單位：雲林縣政府
▌主辦單位：財團法人豐泰文教基金會
▌協辦單位：阿古力社會企業、臺灣蜻蜓學會",(05)6337520,,雲林縣,虎尾鎮,豐泰基金會綠園區（虎尾鎮興南1088號）,376490000A,雲林縣政府,2022/11/28 上午 09:09:21
Event_376490000A_000103,Event,Zh_tw,北港來看牛,陳淑媚老師為高雄人，專長以牛為主題之油畫、雕塑類作品於國內辦理展覽38場次，德國慕尼黑AND、日本大阪以及國內聯展等約200餘次,(05)7832999,,雲林縣,北港鎮,651雲林縣北港鎮公園路66號,376490000A,雲林縣政府,2023/1/11 上午 09:24:14
Event_376490000A_000106,Event,Zh_tw,【藝術宅急便】水林─台北青年管樂團+蔦松藝術高中+Dance洪婉寧,"#藝術宅急便  #藝術下鄉到你家 #你追了幾場呢  
那麼多精彩厲害的演出團隊~~
千萬不要錯過啦!!趕快分享出去!!
免費入場❗️免費入場❗️免費入場❗️
重要的事說三遍

水林鄉 9/18(日) ｜19:00 ｜水林通天府
演出｜#台北青年管樂團 #蔦松藝術高中 #Dance洪婉寧",(05)5523189,,雲林縣,水林鄉,652雲林縣水林鄉廟前路86號,376490000A,雲林縣政府,2022/9/19 上午 09:17:22
Event_376490000A_000107,Event,Zh_tw,【藝術宅急便】大埤─小丑默劇團、捌樓小吉他,"#藝術宅急便  #藝術下鄉到你家 #你追了幾場呢  
那麼多精彩厲害的演出團隊~~
千萬不要錯過啦!!趕快分享出去!!
免費入場❗️免費入場❗️免費入場❗️
重要的事說三遍

還有很多場~快揪親朋好友一起來看表演‍♀️‍♂️

大埤鄉 9/24(六) ｜19:00 ｜大埤公所前廣場
演出｜#小丑默劇團 #捌樓小吉他
",(05)5523189,,雲林縣,大埤鄉,631雲林縣大埤鄉中山路8號,376490000A,雲林縣政府,2022/9/26 上午 08:43:08
Event_376490000A_000108,Event,Zh_tw,【藝術宅急便】二崙─廖文和布袋戲團、雲火火舞團,"#藝術宅急便  #藝術下鄉到你家 #你追了幾場呢  
那麼多精彩厲害的演出團隊~~
千萬不要錯過啦!!趕快分享出去!!
免費入場❗️免費入場❗️免費入場❗️
重要的事說三遍

還有很多場~快揪親朋好友一起來看表演‍♀️‍♂️

二崙鄉 9/25(日) ｜19:00 ｜二崙夜市
演出｜#廖文和布袋戲團、#雲火火舞團",(05)5523189,,雲林縣,二崙鄉,649雲林縣二崙鄉中山路107號649,376490000A,雲林縣政府,2022/9/26 上午 08:43:16
Event_376490000A_000109,Event,Zh_tw,【藝術宅急便】莿桐─創造焦點馬戲、森森不息,"#藝術宅急便  #藝術下鄉到你家 #你追了幾場呢  
那麼多精彩厲害的演出團隊~~
千萬不要錯過啦!!趕快分享出去!!
免費入場❗️免費入場❗️免費入場❗️
重要的事說三遍

還有很多場~快揪親朋好友一起來看表演‍♀️‍♂️

莿桐鄉 10/15(六) ｜19:00 ｜莿桐夜市
演出｜#創造焦點馬戲、 #森森不息
",(05)5523189,,雲林縣,莿桐鄉,647雲林縣莿桐鄉,376490000A,雲林縣政府,2022/10/17 上午 08:38:54
Event_376490000A_000110,Event,Zh_tw,【藝術宅急便】臺西─小青蛙兒童劇團、泡泡奇蹟,"#藝術宅急便  #藝術下鄉到你家 #你追了幾場呢  
那麼多精彩厲害的演出團隊~~
千萬不要錯過啦!!趕快分享出去!!
免費入場❗️免費入場❗️免費入場❗️
重要的事說三遍

還有很多場~快揪親朋好友一起來看表演‍♀️‍♂️

臺西鄉 10/23(日) ｜19:00 ｜臺西國小
演出｜#小青蛙兒童劇團 #泡泡奇蹟",(05)5523189,,雲林縣,臺西鄉,636雲林縣台西鄉民權路9號,376490000A,雲林縣政府,2022/10/24 上午 09:11:30
Event_376490000A_000111,Event,Zh_tw,【藝術宅急便】口湖─采風樂坊、林品宗KennyLin,"#藝術宅急便  #藝術下鄉到你家 #你追了幾場呢  
那麼多精彩厲害的演出團隊~~
千萬不要錯過啦!!趕快分享出去!!
免費入場❗️免費入場❗️免費入場❗️
重要的事說三遍

還有很多場~快揪親朋好友一起來看表演‍♀️‍♂️

口湖鄉 11/13(日) ｜19:00 ｜口湖福安宮
演出｜#采風樂坊、#林品宗KennyLin",(05)5523189,,雲林縣,口湖鄉,653雲林縣口湖鄉福安路22號,376490000A,雲林縣政府,2022/11/14 上午 09:20:04
Event_376490000A_000112,Event,Zh_tw,2022台灣咖啡節,"預告開跑囉！！
2022台灣咖啡節即將在這四個日期舉辦，請一定要把這個重要節日key到行事曆上。
還記得2020年超歡樂超爆滿的夜間咖啡節嗎？
今年我們再次帶領雲林眾多店家、台灣知名品牌，打造更盛大更創意的夜間咖啡party！
我們，不見不散！

第一場：10/29(六)-10/30(日)
地點：華山國小

第二場：11/5(六)-11/6(日)
地點： 綠色隧道

-
詳細活動資訊請鎖定2022台灣咖啡節臉書及活動官網！",(05)5522553,,雲林縣,古坑鄉,華山國小、綠色隧道,376490000A,雲林縣政府,2022/11/7 上午 09:16:34
Event_376490000A_000113,Event,Zh_tw,【#歸家信-張嘉娜個展】,歸家信-張嘉娜個展,(05)5523136,,雲林縣,斗六市,雲林縣斗六市大學路三段310號文化觀光處展覽館1樓,376490000A,雲林縣政府,2022/9/17 下午 04:13:33
Event_376490000A_000114,Event,Zh_tw,【#雲林縣青溪新文藝學會111年會員聯展】,雲林縣青溪新文藝學會111年會員聯展,(05)5523136,,雲林縣,斗六市,雲林縣斗六市大學路三段310號文化觀光處展覽館2樓,376490000A,雲林縣政府,2022/9/17 下午 04:14:57
Event_376490000A_000115,Event,Zh_tw,111年雲林縣三校多媒體聯合策展【雲虎之光‧環宇天下】,由雲林在地的三所大學-國立虎尾科技大學、國立雲林科技大學、環球科技大學多媒體設計系攜手合作進行聯合策展,(05)5523136,,雲林縣,斗六市,雲林縣斗六市大學路三段310號文化觀光處展覽館1樓,376490000A,雲林縣政府,2022/9/22 下午 04:15:12
Event_376490000A_000116,Event,Zh_tw,【12%的天空】雲嘉嘉營視覺藝術連線2022年特展,"2021年雲林縣、嘉義市、嘉義縣、台南市四縣市首度聯合策展，開啟國內唯一跨越四個行政區的藝術節慶―「移動聚落」特展。
策展人邱俊達以「移動聚落」主題式特展，邀請33位/組國內外知名藝術家一同探索與呈現「移動」作為參與世界、閱讀風景和深化體驗的意涵。
今年雲林也將再與嘉義縣市、臺南新營合作，
於111/10/28-11/27 特展展期，
推出全新主題 【12%的天空】!
要帶領喜愛藝術的您，翱翔嘉南平原廣闊的天空 !",(05)5523136,,雲林縣,斗六市,雲林縣斗六市大學路三段310號文化觀光處展覽館2-3樓,376490000A,雲林縣政府,2022/9/22 下午 04:11:55
Event_376490000A_000117,Event,Zh_tw,雲林土庫國際生活節,"嗨嗨！朋友們：）
雲林土庫國際生活節即將到來

10/9（日）⛩️全國古蹟日”⛩️，想帶大夥們來土庫這個有歷史的老城鎮瞧瞧老物件來尋寶一下

10/22（六）✈️”土庫小旅行”✈️，大朋友們可以帶著小朋友們來老店當個小小職人，體驗親子時光

10/29（六）、30（日）”奧地利週末”有奧地利小市集喔！有好多有趣的酷東西等著大家唷！

10/30（日）也有順天市集，吃、喝、玩、樂通通有喔！！

‼️注意‼️
10/1起至10/30止，參加土庫好cool商圈集點活動，完成集點並投入抽獎箱，就有機會抽到大獎喔！‼️抽獎日是10/30活動當天‼️

歡迎大家一起來共襄盛舉",(05)5377330,,雲林縣,土庫鎮,雲林縣土庫商圈,376490000A,雲林縣政府,2022/10/31 下午 12:16:21
Event_376490000A_000118,Event,Zh_tw,2022雲林草嶺石壁森林療癒祭,"最不打擾森林的方式重新走入森林，
10/14到10/16，活動為期三日的「2022草嶺石壁森林療癒祭」即將登場！！ 

活動中特別邀請芳療、瑜珈、頌缽、手碟等專業老師，結合林務局森林療癒師推動各種工作坊與闖關活動，
在地的農特產品市集攤位，還推出以竹為主題的限量竹蓆餐盒，
透過森林療癒開啟人體五感，讓更多民眾認識及體驗森林。 

邀請大家來聆聽全台最美孟宗竹林的竹濤波浪、踩踏在會Ｑ彈的竹林步道，
2022雲林草嶺石壁森林療癒祭，10月14到16日邀您一起療癒森呼吸!
==============================
10/14 (五)、10/16 (日) (已額滿)
【 森林療癒工作坊 】上下午場次
 ​ ​ ​ ​ 竹林芳香療法體驗 ​ x 竹林五感療癒體驗
 ​ ​ ​ ​ 竹林頌缽音頻療法 ​ x 竹林五感療癒體驗
 ​ ​ ​ ​ 竹林瑜珈體驗 x 竹林五感療癒體驗
 ​ ​ ​ ​ ⟨ 附贈「森之味 – 竹蓆餐盒」＆免費活動專車 ⟩
10/15 (六)
【 竹林療癒巿集 】
在地特色巿集、竹席餐盒、闖關活動、五感療癒、音頻療癒",(05)5523608,,雲林縣,古坑鄉,646雲林縣古坑鄉草嶺81-5號(五元兩角),376490000A,雲林縣政府,2022/11/2 下午 01:03:36
Event_376490000A_000119,Event,Zh_tw,《大雅之風─雲林文化藝術獎貢獻獎得主作品暨典藏藝術展》,"雲林本地人文薈萃，物產豐饒，境內藝術家人才輩出，雲林優良的環境與文化成為藝術家創作的無限泉源，其中有不少卓越的藝術家獲得雲林文化藝術獎貢獻獎殊榮。本次展覽以雲林縣文化藝術獎貢獻獎中，視覺藝術類得主的作品和部分典藏品為主要展覽內容，《大雅》是中國《詩經》中最早的詩歌，其體裁形式、藝術形象和表現手法，都有其深厚的藝術魅力；再者《大雅》的作者，皆是德高而有大才之人，本展覽取其「大雅」之意更引喻出創作者藝術上卓爾非凡之成就以及文采風華的人格內涵。「風」意味著風格、風範，與巔峰的「峰」同音，更象徵著藝術風格已達到巔峰之意。
本次展覽將分四大區，分別「經典─藝術家的容顏」、「再現─藝術家的日常」、「匠心─藝術家的視野」以及「綻放─藝術互動」四區。邀請16位藝術家共同展出，屬於大師的故事，讓我們一同細細品味。

展期：10月13日（四）起（上午9時至10時開幕式）

請參觀民眾配戴口罩，遵守防疫措施。",(05)5523175,,雲林縣,斗六市,雲林縣政府文化觀光處展覽館三樓,376490000A,雲林縣政府,2022/10/14 上午 10:27:57
Event_376490000A_000120,Event,Zh_tw,2022雲林社造嘉年華,"眾所矚目、一年一度~「雲林社造嘉年華」終於來囉！
彷彿周年慶，集合雲林巷仔內最精彩的社區特色體驗
充滿精彩與感動，通通都在10月底周末二日的...

#雲林社造百貨行_YunlinDepartmentStore
【雲林社造百貨行˙行行出狀元】

日期：111年10月29、30日（六、日）
：上午10點開始玩到夜幕降臨
：林內鄉寶隆紙廠
Do Mi So Do~歡迎您的光臨

精彩主題搶先看
【文武戲狀元】巷仔內戲台
【玲瓏小什物】狀元展功夫
【灶腳總鋪師】記憶的口水料理
【天橋說書人】好久好多的故事
【好物抽抽樂】免費體驗玩透透
【好彩頭摸透透】集章集氣好幸運
【巷仔內好迌】社區遊程說唱舞台

限量預約享好禮https://reurl.cc/9plXjv

【白晝限定】巷仔內玲瓏踅
（10/19開放報名）https://reurl.cc/XV1l7j

【組團限定】草地星空野餐電影時光
（10/19開放報名）https://reurl.cc/LMEAOL

【夜間限定】筍友微醺音樂餐桌
（開放報名中）https://reurl.cc/ERA1vv

還有一個專為創造孩子快樂的
【萬聖節限定】親子扮裝走秀
https://reurl.cc/LMybW9（10/19開放報名）

巷仔內好迌
【社區遊程大集合】https://reurl.cc/ERxvva

超狂優待、倒數計時⏳⌛
每人最少優惠1000元


千萬不要忘記啦啦啦
10月最後一個週末
寶隆紙場不見不散

#雲林社造百貨行行出狀元
#雲林社造百貨行_YunlinDepartmentStore
#2022雲林社造嘉年華
#2022雲林縣社區深度文化之旅",(05)5523410,,雲林縣,林內鄉,林內寶隆紙廠(雲林縣林內鄉新興9號),376490000A,雲林縣政府,2022/10/31 下午 12:05:37
Event_376490000A_000121,Event,Zh_tw,「灇欉」陳玄茂、陳彥廷父子創作聯展,藝術家陳彥廷為本縣文化藝術獎貢獻獎得主陳玄茂之子，曾獲台北彩墨新人賞新人獎、桃城美展書畫類、雲林文化藝術獎水墨類第二名、全國學生美展大專美術組、全國青年書畫展水墨類第一名等佳績，本展為父子兩人聯展，畫風呈現多元，以水墨為底蘊加上新色彩與畫風，表現獨特的個人情感與生活美感，也是本縣藝術傳承的模範。,(05)5523136,,雲林縣,斗六市,雲林縣斗六市大學路三段310號文化觀光處展覽館1樓,376490000A,雲林縣政府,2022/10/15 下午 03:29:29
Event_376490000A_000122,Event,Zh_tw,雲林縣寫生研究會111年會員聯展暨新北市泰山藝文協會作品交流展,本聯展以雲林縣寫生研究會、新北市泰山藝文協會會員近年作品為主，展出內容以寫生特色為主，透過水彩、油畫、國畫…等呈現方式啟發觀者的美育潛能，藉此就教於社會與藝術界賢達先進，以期帶動全民寫生繪畫風氣，達成全民皆美的目標。,(05)5523136,,雲林縣,斗六市,雲林縣斗六市大學路三段310號文化觀光處展覽館2樓,376490000A,雲林縣政府,2022/10/15 下午 03:32:20
Event_376490000A_000123,Event,Zh_tw,環騎雲林100K-認證活動,"10/1-11/30期間型認證活動，依照縣內6條自行車路線，車友可擇期選擇一條路線完成單車騎乘挑戰。以手機APP路線軌跡截圖作為認證資料，並同時與指定地標合影，拍攝3張照片上傳至認證網站，就可獲得飛狼經典圓筒包！
1⃣ 金水164鐵馬尋寶騎
2⃣ 真愛密碼-1799幸福公路
3⃣ 濁溪南岸-夢田154
4⃣ 與神同行-145騎福朝Bike
5⃣ 挑戰雲東-台3林徑
6⃣ 水圳綠道-嘉南大圳濁幹線
⭐️ 報名網址：https://bit.ly/3rzu4Wt
⭐️ 活動地點：雲林縣
⭐️ 認證/報名期間：10/1-11/30
⭐️ 賽事組別：53.3K / 52.9K / 47.6K / 41.8K / 38.4 / 28K",(05)5510310,,雲林縣,斗六市,雲林縣,376490000A,雲林縣政府,2022/12/5 上午 09:37:54
Event_376490000A_000124,Event,Zh_tw,2022雲林文創週,"2022雲林文創週‼️

✨2022/10-2022/12 ✨開跑啦～～
今年文創週活動真的好多場
因此，貼心的小編就幫大家整理一下
活動的類型與時間軸(文創宇宙❓

一、成果展
主題：雲林文創週成果特展
展期：10/19至12/11
地點：YCDC雲林創意設計中心


二、系列活動
主題：系列講座、走讀、體驗課程（需報名）
日期：10/22至12/07
溫馨小提醒每一場的“時間”與“地點”都不太一樣，請大家留意喔


三、創藝市集(詳見官網或最新消息)
主題：YCDC創藝市集
日期：10/22(六)、10/23(日)
時間：10:00~17:00

⚠️此為市集促銷方案 請注意⚠️
1️⃣《阿米巴─舞鈴劇場》觀眾限定版促銷
市集期間，凡持《阿米巴─舞鈴劇場》票根，限定10/22雲林表演廳演出場次，至YCDC創藝市集任一攤位消費，不限金額，即可獲得雲林創意設計中心飲品兌換卷1張(兌換期限10/22-11/30)，數量有限，換完為止。

2️⃣一般民眾
至YCDC創藝市集任3個攤位消費，不限金額，即可至雲林創意設計中心兌換限定小物(僅限10/22~23兩天)，數量有限，換完為止。


現在天氣涼涼的，真的超蘇湖
歡迎大家一起來逗陣玩


#雲林縣政府文化觀光處 #YCDC #雲林創意設計中心
#雲林文創 #市集 #手作
#課程 #走讀 #講座
",(05)5523647,,雲林縣,斗六市,YCDC雲林創意設計中心,376490000A,雲林縣政府,2022/12/19 下午 04:08:01
Event_376490000A_000125,Event,Zh_tw,雲林縣油畫協會111年會員聯展,由愛好油畫成員於108年成立，不時推出風格各異的作品，為推展油畫藝術普及性，提高會員作品能見度，辦理聯展，讓油畫藝術觸角延伸至社區與家庭。,(05)7832999,,雲林縣,北港鎮,651雲林縣北港鎮公園路66號,376490000A,雲林縣政府,2022/10/21 下午 02:31:46
Event_376490000A_000126,Event,Zh_tw,12%的天空－2022雲嘉嘉營藝術連線,"「12%的天空－2022雲嘉嘉營藝術連線」起航了✈️
「12%的天空」（12% Skies），以天空與飛行的視角開展遼闊的共生想像，也為雲嘉嘉營編織出美好的優質展覽。

邀請大家與我們共同翱翔雲嘉南百分之12%的天空 千萬不可錯過的優質展覽，值得您前來欣賞〜

展覽資訊：
策展人：邱俊達、葉育君
展期：111年10月28日（五）-11月27日（日）

開幕日期：10月30日（日）13:30
開幕地點：嘉義市文化藝廊3樓



展覽地點：
✨新營文化中心第一、第二畫廊（新營區中正路23號）；（每週一、二休館）

✨嘉義市文化藝廊（嘉義市忠孝路275號）；（每週一休館）

✨嘉義縣梅嶺美術館（嘉義縣朴子市山通路2之9號）；（每週一休館）

✨雲林縣政府文化觀光處展覽館（雲林縣斗六市大學路三段310號）；（每週一休館）



參展藝術家：
❣️路徑計畫：盜火劇團、回看工作室

❣️臺南新營：林正偉+程仁珮、羅懿君、蔡明岳、長短樹鄉研究所、顏頂生、畢拉娜．富娜祺娃（Bilyana Furnadzhieva）、米蔻．格拉奇歐莉（Micol Grazioli）、廖云翔

❣️嘉義市：黃文勇、倪祥、戴明德、玉山旅社+陳毅哲、蔡宗祐、宋錫安+渡對（許雪謹、李英哲、李雨仰、李贏之）、克里斯多福．齊方斯（Christophe Chevance）、齊柏林、陳含瑜、B群、吳炯偉

❣️嘉義縣：朱浩培、呂沐芢、蔡順仁、廖昭豪、蔡獻友、蘇旺伸、黃志偉、張新丕、陳冠妤

❣️雲林縣：李蕢至、路瓦．里維拉（Lua Rivera）、鄧雯馨、李朝倉、日一寸文化、雲林故事人協會、藍郁棠、台西藝術協會（丁仁桐、尤淑娟、吳炯韋、吳佩紅、林清坤、許忠文、張雅棠、羅恒俊）",(05)5523135,,雲林縣,斗六市,各縣市展覽/美術館，詳見內文,376490000A,雲林縣政府,2022/11/28 上午 09:09:08
Event_376490000A_000127,Event,Zh_tw,111年第18屆文化藝術獎美術獎得獎暨邀請作品展(一),「雲林文化藝術獎」自94年起接續地方美展經驗，歷經18年，期間培育無數雲林藝文人才，也提供旅外鄉親藝文回鄉的渠道。,(05)5523136,,雲林縣,斗六市,雲林縣斗六市大學路三段310號文化觀光處展覽館1樓,376490000A,雲林縣政府,2022/10/29 下午 04:09:08
Event_376490000A_000129,Event,Zh_tw,2022他里霧農食節：幸福島嶼,"▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼⠀
✔ 6大焦點
⌲ 市集×音樂×繪本×食農×沙龍×秋收
✔ 60位精選攤位
⌲ 持續新增！敬請期待！
✔ 8種優質體驗
⌲ 加工×花藝×植栽×食創×料理
✔ 你挺永續我挺你！
⌲ 各式體驗與獎品大放送
▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼
雲林斗南。舊地名 他里霧 意即一片大草原，我們擁有友善食材、友善農民、友善青年、友善大地的一群人，透過「他里霧農食節」延續這片土地的溫度，一起編織出屬於我們在地生活樣貌。
邀請您來到斗南，認識有機與友善故事，勾勒幸福島嶼的樣貌。
「把台灣的好一口一口吃回來」，由生態廚師以中台灣有機及友善食材進行創作，藉由廚師的巧手，將食材與在地風土及故事結合，規劃生態飲食料理，採取事前預約當日自助取餐，以實際的飲食體驗認識土地與永續。
▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼
【2022他里霧農食節：幸福島嶼】
⠀⠀⠀⠀⠀⠀
§活動日期 §
2022 / 11 / 11（五）～14（一），共計四天⠀
⠀⠀⠀⠀⠀⠀
§活動時間 §
14:00-19:00
⠀⠀⠀⠀⠀⠀
§活動地點 §
斗南之森食農教育園區
GOOGLE定位：https://goo.gl/maps/o3oqwFyJUhh8zVBEA
(斗南鎮農會精米工場旁，雲林縣斗南鎮延平北路111號）

更多詳情請見活動臉書
▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼▼
指導單位｜行政院農業委員會農糧署中區分署
主辦單位｜雲林縣斗南鎮農會
協辦單位｜三時之聚-彰化武德殿、剛好販賣所、墟聲創營有限公司、芸彰企業社",(05)5973120,,雲林縣,斗南鎮,斗南之森食農教育園區(斗南鎮農會精米工場旁，雲林縣斗南鎮延平北路111號）,376490000A,雲林縣政府,2022/11/16 上午 09:12:05
Event_376490000A_000130,Event,Zh_tw,深秋美人宴-期間限定-美人樹大道活動,"こんにちは(你好) 11/19-12/4週末期間限定！

邀請大家齊聚 #虎尾美人樹大道
白天賞花，假日逛市集看表演

晚上還有璀璨燈光秀，歡迎大家一同來參加
讓你不用出國也彷彿漫步在日本

活動日期：111年11月19日至12月4日每週六日，共5天
(11月26日因逢選舉日，活動暫停一天)
活動時間：10:00-16:00；17:00-22:00
活動地點：虎尾美人樹大道 (虎尾鎮建成路慢車道由學府東路至清雲路區間)

唯美風景邀請您一起來享受
還有精彩的系列活動等您來體驗，詳見虎尾鎮公所臉書",(05)6322132,,雲林縣,虎尾鎮,虎尾美人樹大道(虎尾鎮建成路慢車道由學府東路至清雲路區間),376490000A,雲林縣政府,2022/12/5 上午 09:38:07
